pl_name,hostname,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,sy_dist,disc_facility
"WASP-34 b","WASP-34",0.0524000000,0.0004000000,-0.0004000000,132.09600000,"SuperWASP"
"WASP-3 b","WASP-3",0.0315000000,0.0003000000,-0.0003000000,231.16100000,"SuperWASP"
"Kepler-449 b","Kepler-449",0.1027000000,,,241.94900000,"Kepler"
"HD 1461 b","HD 1461",0.0634000000,0.0022000000,-0.0022000000,23.45340000,"W. M. Keck Observatory"
"HD 1461 c","HD 1461",0.1117000000,0.0039000000,-0.0039000000,23.45340000,"La Silla Observatory"
"GJ 3341 b","GJ 3341",0.0890000000,,,23.61900000,"La Silla Observatory"
"Kepler-430 c","Kepler-430",0.4757000000,,,917.47700000,"Kepler"
"Kepler-444 b","Kepler-444",0.0417800000,0.0007900000,-0.0007900000,36.43960000,"Kepler"
"Kepler-444 c","Kepler-444",0.0488100000,0.0009300000,-0.0009300000,36.43960000,"Kepler"
"TOI-4010 d","TOI-4010",0.1130000000,0.0010000000,-0.0010000000,177.50400000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-275 c","K2-275",0.0881000000,0.0049000000,-0.0104000000,123.43800000,"K2"
"WASP-193 b","WASP-193",0.0668000000,0.0014000000,-0.0014000000,362.08700000,"WASP-South"
"HD 135694 b","HD 135694",0.1246950000,0.0048200000,-0.0052260000,73.87130000,"Transiting Exoplanet Survey Satellite (TESS)"
"MOA-2011-BLG-262L b","MOA-2011-BLG-262L",0.9500000000,0.5300000000,-0.1900000000,7200.00000000,"MOA"
"HD 40307 d","HD 40307",0.1321000000,0.0066000000,-0.0066000000,12.93630000,"La Silla Observatory"
"HD 87883 b","HD 87883",3.7700000000,0.1200000000,-0.0940000000,18.29120000,"Lick Observatory"
"TOI-815 c","TOI-815",0.1930000000,0.0040000000,-0.0040000000,59.71170000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-25 d","Kepler-25",0.4164221832,,,243.24900000,"W. M. Keck Observatory"
"TOI-3331 A b","TOI-3331 A",0.0314400000,0.0004800000,-0.0005500000,217.19300000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1438 b","TOI-1438",0.0553000000,0.0015000000,-0.0015000000,110.51300000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-132 b","K2-132",0.0916000000,0.0006000000,-0.0006000000,609.81800000,"K2"
"TOI-1470 b","TOI-1470",0.0285000000,0.0004000000,-0.0004000000,51.95030000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 40307 f","HD 40307",0.2470000000,0.0110000000,-0.0140000000,12.93630000,"La Silla Observatory"
"Kepler-444 e","Kepler-444",0.0696000000,0.0013000000,-0.0013000000,36.43960000,"Kepler"
"Kepler-444 d","Kepler-444",0.0600000000,0.0011000000,-0.0011000000,36.43960000,"Kepler"
"Kepler-444 f","Kepler-444",0.0811000000,0.0015000000,-0.0015000000,36.43960000,"Kepler"
"HIP 107773 b","HIP 107773",0.7200000000,0.0300000000,-0.0300000000,105.18000000,"Multiple Observatories"
"TOI-1794 b","TOI-1794",0.0820000000,0.0020000000,-0.0020000000,155.79100000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-174 b","K2-174",0.1260000000,0.0010000000,-0.0010000000,99.92930000,"K2"
"TOI-615 b","TOI-615",0.0678000000,0.0031000000,-0.0026000000,360.40800000,"Transiting Exoplanet Survey Satellite (TESS)"
"OGLE-2005-BLG-169L b","OGLE-2005-BLG-169L",3.5000000000,0.3000000000,-0.3000000000,4100.00000000,"OGLE"
"K2-133 d","K2-133",0.0748700000,0.0005900000,-0.0006000000,75.17030000,"K2"
"TOI-1694 c","TOI-1694",0.1000000000,0.0200000000,-0.0200000000,124.68000000,"W. M. Keck Observatory"
"TOI-2443 b","TOI-2443",0.1050000000,0.0025000000,-0.0025000000,23.92580000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-87 b","K2-87",0.0940000000,0.0010000000,-0.0010000000,491.24200000,"K2"
"TOI-3261 b","TOI-3261",0.0171400000,0.0001300000,-0.0002000000,300.14100000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 145675 c","14 Her",20.0000000000,12.0000000000,-4.9000000000,17.93230000,"Multiple Observatories"
"WASP-60 b","WASP-60",0.0554800000,0.0004600000,-0.0004600000,431.05200000,"SuperWASP"
"Kepler-37 d","Kepler-37",0.2109000000,0.0030000000,-0.0030000000,63.92070000,"Kepler"
"TOI-776 b","TOI-776",0.0653000000,0.0014000000,-0.0016000000,27.17010000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-833 b","TOI-833",0.0171000000,0.0003000000,-0.0003000000,41.71480000,"Transiting Exoplanet Survey Satellite (TESS)"
"KELT-24 b","KELT-24",0.0665000000,0.0011000000,-0.0011000000,96.51730000,"KELT-North"
"TOI-858 B b","TOI-858 B",0.0443500000,0.0010000000,-0.0009800000,250.48900000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-13 b","WASP-13",0.0536200000,0.0007400000,-0.0008500000,227.53700000,"SuperWASP"
"WASP-10 b","WASP-10",0.0378100000,0.0006700000,-0.0004700000,140.99800000,"SuperWASP"
"HAT-P-32 b","HAT-P-32",0.0339700000,0.0005100000,-0.0005000000,289.20500000,"HATNet"
"Kepler-1704 b","Kepler-1704",2.0270000000,0.0240000000,-0.0300000000,835.45500000,"Kepler"
"Kepler-1693 b","Kepler-1693",0.1011000000,,,760.06500000,"Kepler"
"HD 199509 b","HD 199509",0.4260000000,0.0180000000,-0.0190000000,24.30560000,"Multiple Observatories"
"Kepler-104 b","Kepler-104",0.0940000000,,,400.78500000,"Kepler"
"Kepler-945 b","Kepler-945",0.2037000000,,,1651.25000000,"Kepler"
"TOI-2416 b","TOI-2416",0.0831000000,0.0007000000,-0.0007000000,557.73300000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 110113 c","HD 110113",0.0680000000,0.0010000000,-0.0020000000,106.30700000,"La Silla Observatory"
"TOI-2295 c","TOI-2295",2.0180000000,0.0400000000,-0.0420000000,126.27900000,"Haute-Provence Observatory"
"Kepler-20 e","Kepler-20",0.0637000000,0.0012000000,-0.0012000000,282.56300000,"Kepler"
"TOI-1136 f","TOI-1136",0.1740000000,0.0020000000,-0.0020000000,84.53620000,"Transiting Exoplanet Survey Satellite (TESS)"
"HATS-32 b","HATS-32",0.0402400000,0.0005300000,-0.0005300000,745.11600000,"HATSouth"
"HAT-P-46 b","HAT-P-46",0.0577000000,0.0014000000,-0.0009000000,290.73600000,"HATNet"
"TOI-1244 b","TOI-1244",0.0606940000,0.0022470000,-0.0024300000,102.55100000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1130 b","Kepler-1130",0.0596300000,0.0004700000,-0.0004700000,249.34300000,"Kepler"
"HIP 56640 b","HIP 56640",4.5500000000,0.2210000000,-0.1500000000,122.32400000,"Multiple Observatories"
"Kepler-1878 b","Kepler-1878",0.0521000000,,,1494.30000000,"Kepler"
"HD 21411 b","HD 21411",0.3620000000,0.0070000000,-0.0070000000,29.13280000,"Las Campanas Observatory"
"Kepler-239 c","Kepler-239",0.2680000000,,,648.10900000,"Kepler"
"WASP-197 b","WASP-197",0.0650000000,0.0020000000,-0.0020000000,483.67500000,"SuperWASP"
"BEBOP-4 AB b","BEBOP-4 A",3.6340000000,0.0110000000,-0.0110000000,234.29400000,"Haute-Provence Observatory"
"WASP-132 c","WASP-132",0.0183300000,0.0007900000,-0.0007900000,122.91000000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-192 b","WASP-192",0.0408000000,0.0008000000,-0.0008000000,508.88500000,"WASP-South"
"HAT-P-5 b","HAT-P-5",0.0407300000,0.0005000000,-0.0009300000,303.33600000,"HATNet"
"HAT-P-8 b","HAT-P-8",0.0449600000,0.0004600000,-0.0004500000,211.55300000,"HATNet"
"TOI-5800 b","TOI-5800",0.0344000000,0.0014000000,-0.0014000000,42.90520000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1849 b","Kepler-1849",0.2597000000,,,631.88400000,"Kepler"
"HD 181433 b","HD 181433",0.0828000000,0.0019000000,-0.0020000000,26.87620000,"La Silla Observatory"
"DMPP-1 e","DMPP-1",0.0651000000,0.0005000000,-0.0005000000,62.53880000,"La Silla Observatory"
"HD 28471 b","HD 28471",0.0420000000,0.0010000000,-0.0010000000,43.64550000,"La Silla Observatory"
"DMPP-6 b","DMPP-6",0.0779000000,0.0016000000,-0.0012000000,54.63030000,"Multiple Observatories"
"Kepler-315 c","Kepler-315",0.7910000000,,,1160.63000000,"Kepler"
"Qatar-10 b","Qatar-10",0.0286000000,0.0006000000,-0.0006000000,559.06800000,"Qatar"
"Gliese 12 b","Gliese 12",0.0670000000,0.0005000000,-0.0006000000,12.21000000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 209458 b","HD 209458",0.0470700000,0.0004500000,-0.0004700000,48.30160000,"W. M. Keck Observatory"
"Qatar-2 b","Qatar-2",0.0215300000,0.0002000000,-0.0002000000,181.37400000,"Qatar"
"TOI-2015 c","TOI-2015",0.0412320000,0.0000040000,-0.0000040000,47.34440000,"Multiple Observatories"
"Kepler-417 c","Kepler-417",0.1194000000,,,973.98900000,"Kepler"
"KMT-2017-BLG-1146L b","KMT-2017-BLG-1146L",1.6000000000,0.6000000000,-0.6000000000,6500.00000000,"KMTNet"
"Kepler-1213 b","Kepler-1213",0.0602600000,0.0005100000,-0.0005100000,807.81200000,"Kepler"
"Kepler-1020 b","Kepler-1020",0.3759400000,0.0042800000,-0.0042800000,415.35800000,"Kepler"
"Kepler-682 b","Kepler-682",0.1058000000,,,1979.25000000,"Kepler"
"BD+05 4868 A b","BD+05 4868 A",0.0208000000,0.0003000000,-0.0003000000,43.56870000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-579 b","Kepler-579",0.0854000000,,,530.76500000,"Kepler"
"HD 216770 b","HD 216770",0.4600000000,0.0100000000,-0.0100000000,36.66250000,"La Silla Observatory"
"Kepler-1074 b","Kepler-1074",0.0536000000,,,250.81700000,"Kepler"
"WASP-133 b","WASP-133",0.0345000000,0.0007000000,-0.0007000000,559.08400000,"SuperWASP-South"
"TOI-1224 b","TOI-1224",0.0355000000,0.0017000000,-0.0034000000,37.33120000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-564 b","TOI-564",0.0273400000,0.0006100000,-0.0005300000,199.58100000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1656 c","Kepler-1656",3.0530000000,0.0490000000,-0.0490000000,185.87500000,"W. M. Keck Observatory"
"TOI-1410 c","TOI-1410",0.2390000000,0.0040000000,-0.0050000000,72.75120000,"W. M. Keck Observatory"
"HATS-55 b","HATS-55",0.0541200000,0.0001400000,-0.0001800000,609.83800000,"HATSouth"
"WASP-183 b","WASP-183",0.0463200000,0.0007500000,-0.0007500000,325.37700000,"SuperWASP"
"HD 45184 b","HD 45184",0.0644000000,0.0020000000,-0.0021000000,21.95320000,"La Silla Observatory"
"Kepler-700 b","Kepler-700",0.3577000000,,,1491.76000000,"Kepler"
"WASP-170 b","WASP-170",0.0337000000,0.0018000000,-0.0018000000,305.60300000,"SuperWASP-South"
"TOI-1693 b","TOI-1693",0.0226000000,0.0004000000,-0.0004000000,30.79470000,"Transiting Exoplanet Survey Satellite (TESS)"
"OGLE-2018-BLG-0298L b","OGLE-2018-BLG-0298L",2.8600000000,0.7300000000,-0.8000000000,6540.00000000,"OGLE"
"OGLE-2013-BLG-0102L b","OGLE-2013-BLG-0102L",0.8000000000,0.0800000000,-0.0800000000,3040.00000000,"OGLE"
"Kepler-948 b","Kepler-948",0.0749000000,,,868.01700000,"Kepler"
"TOI-1472 b","TOI-1472",0.0640000000,0.0020000000,-0.0020000000,121.84000000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5786 b","TOI-5786",0.1140000000,0.0070000000,-0.0070000000,192.47500000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-125 c","TOI-125",0.0814000000,0.0013000000,-0.0013000000,111.05900000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5153 b","TOI-5153",0.1580000000,0.0060000000,-0.0060000000,390.48400000,"Transiting Exoplanet Survey Satellite (TESS)"
"LP 714-47 b","LP 714-47",0.0417000000,0.0005000000,-0.0005000000,52.61600000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1184 b","TOI-1184",0.0560270000,0.0021500000,-0.0023330000,58.59460000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1278 b","Kepler-1278",0.0441700000,0.0004800000,-0.0004800000,889.42600000,"Kepler"
"HD 106270 b","HD 106270",3.3400000000,0.2000000000,-0.2000000000,93.80800000,"W. M. Keck Observatory"
"TOI-4406 b","TOI-4406",0.2010000000,0.0050000000,-0.0050000000,261.83400000,"Transiting Exoplanet Survey Satellite (TESS)"
"HATS-10 b","HATS-10",0.0449100000,0.0007400000,-0.0007400000,534.88900000,"HATSouth"
"TOI-762 A b","TOI-762 A",0.0341800000,0.0006500000,-0.0006500000,98.44580000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-472 b","Kepler-472",0.0482300000,0.0003400000,-0.0003400000,306.60200000,"Kepler"
"Kepler-1129 b","Kepler-1129",0.1648100000,0.0014300000,-0.0014300000,1183.88000000,"Kepler"
"Kepler-1275 b","Kepler-1275",0.0488000000,,,1153.98000000,"Kepler"
"Kepler-1983 b","Kepler-1983",0.0689000000,,,424.42800000,"Kepler"
"HATS-61 b","HATS-61",0.0790800000,0.0003300000,-0.0003300000,679.76100000,"HATSouth"
"TOI-2266 b","TOI-2266",0.0200000000,0.0020000000,-0.0020000000,51.60040000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-132 b","WASP-132",0.0674000000,0.0029000000,-0.0029000000,122.91000000,"SuperWASP-South"
"Kepler-60 c","Kepler-60",0.0842200000,0.0007300000,-0.0007300000,1025.10000000,"Kepler"
"TOI-6041 c","TOI-6041",0.3721000000,0.0067000000,-0.0063000000,72.47310000,"Multiple Observatories"
"WASP-49 b","WASP-49",0.0379000000,0.0010000000,-0.0011000000,194.55300000,"SuperWASP"
"WASP-15 b","WASP-15",0.0516500000,0.0006700000,-0.0006700000,282.09100000,"SuperWASP"
"GJ 9827 d","GJ 9827",0.0530000000,0.0030000000,-0.0030000000,29.66100000,"K2"
"Kepler-1870 b","Kepler-1870",0.0452000000,0.0001700000,-0.0001700000,407.21600000,"Kepler"
"K2-8 c","K2-8",0.0532000000,0.0009000000,-0.0009000000,403.51300000,"K2"
"Kepler-1339 b","Kepler-1339",0.0235600000,0.0002300000,-0.0002300000,371.04900000,"Kepler"
"GJ 508.2 b","GJ 508.2",4.8500000000,,,16.63740000,"Calar Alto Observatory"
"Kepler-1905 b","Kepler-1905",0.0451000000,,,1051.53000000,"Kepler"
"Kepler-230 c","Kepler-230",0.3800000000,,,740.75400000,"Kepler"
"Kepler-1839 b","Kepler-1839",0.0583000000,,,1136.60000000,"Kepler"
"Kepler-694 b","Kepler-694",0.0659000000,,,1023.06000000,"Kepler"
"K2-32 e","K2-32",0.0489900000,0.0004100000,-0.0003800000,157.68200000,"K2"
"TOI-5108 b","TOI-5108",0.0730000000,0.0040000000,-0.0040000000,130.91900000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-4914 b","TOI-4914",0.0980000000,0.0030000000,-0.0030000000,299.89000000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-919 b","Kepler-919",0.0981000000,,,1119.87000000,"Kepler"
"Kepler-1858 b","Kepler-1858",0.3575000000,,,833.05500000,"Kepler"
"Kepler-949 c","Kepler-949",0.1394000000,,,486.10500000,"Kepler"
"HD 95872 b","HD 95872",5.1500000000,0.1600000000,-0.1600000000,72.21950000,"Multiple Facilities"
"Kepler-411 b","Kepler-411",0.0375000000,0.0008000000,-0.0008000000,153.67600000,"Kepler"
"TOI-1416 b","TOI-1416",0.0190000000,0.0003000000,-0.0003000000,55.01350000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-31 b","K2-31",0.0220000000,0.0018000000,-0.0018000000,110.52700000,"K2"
"K2-39 b","K2-39",0.0570800000,0.0009800000,-0.0009800000,307.47000000,"K2"
"HIP 38594 c","HIP 38594",3.8050000000,0.1720000000,-0.1720000000,17.78860000,"Multiple Observatories"
"Kepler-144 b","Kepler-144",0.0660000000,,,384.91700000,"Kepler"
"Kepler-1121 b","Kepler-1121",0.1181800000,0.0005300000,-0.0005300000,482.04700000,"Kepler"
"HD 10442 b","HD 10442",2.0100000000,0.1200000000,-0.1200000000,135.37400000,"W. M. Keck Observatory"
"Kepler-402 d","Kepler-402",0.0870000000,,,625.33900000,"Kepler"
"TOI-4515 b","TOI-4515",0.1180000000,0.0010000000,-0.0010000000,193.49900000,"Transiting Exoplanet Survey Satellite (TESS)"
"HAT-P-41 b","HAT-P-41",0.0425800000,0.0004700000,-0.0004800000,348.18500000,"HATNet"
"AU Mic c","AU Mic",0.1190000000,0.0110000000,-0.0110000000,9.72210000,"Transiting Exoplanet Survey Satellite (TESS)"
"HAT-P-7 b","HAT-P-7",0.0380900000,0.0001900000,-0.0001900000,341.07900000,"HATNet"
"AU Mic b","AU Mic",0.0700000000,0.0060000000,-0.0070000000,9.72210000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-63 b","WASP-63",0.0574000000,0.0007000000,-0.0007000000,290.68400000,"SuperWASP"
"TOI-3540 A b","TOI-3540 A",0.0428900000,0.0009200000,-0.0009300000,,"Transiting Exoplanet Survey Satellite (TESS)"
"HATS-62 b","HATS-62",0.0416300000,0.0002400000,-0.0001600000,523.06700000,"HATSouth"
"Kepler-1690 b","Kepler-1690",0.7097000000,,,703.78900000,"Kepler"
"Kepler-1118 b","Kepler-1118",0.2079000000,,,888.32500000,"Kepler"
"Kepler-150 b","Kepler-150",0.0440000000,,,891.09200000,"Kepler"
"Kepler-1841 b","Kepler-1841",0.1606000000,,,631.70000000,"Kepler"
"Kepler-620 b","Kepler-620",0.1053000000,,,1355.28000000,"Kepler"
"HD 105618 b","HD 105618",0.0910000000,0.0040000000,-0.0040000000,70.08370000,"Multiple Observatories"
"KMT-2016-BLG-1836L b","KMT-2016-BLG-1836L",3.5000000000,1.1000000000,-0.9000000000,7100.00000000,"KMTNet"
"TOI-3160 A b","TOI-3160 A",0.0505000000,0.0012000000,-0.0012000000,567.67800000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-312 c","HD 80653",1.9610000000,0.0270000000,-0.0270000000,109.86000000,"Roque de los Muchachos Observatory"
"TOI-262 b","TOI-262",0.1630000000,0.0020000000,-0.0020000000,43.93200000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-4184 b","TOI-4184",0.0336000000,0.0015000000,-0.0015000000,69.36490000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-405 b","Kepler-405",0.0950000000,,,1065.08000000,"Kepler"
"Kepler-1471 b","Kepler-1471",0.0453000000,,,978.67800000,"Kepler"
"Kepler-129 b","Kepler-129",0.1300000000,,,408.84500000,"Kepler"
"GJ 3082 b","GJ 3082",0.0790000000,0.0030000000,-0.0030000000,16.61860000,"Multiple Facilities"
"Kepler-1515 b","Kepler-1515",0.7523500000,0.0043900000,-0.0043900000,539.32100000,"Kepler"
"Kepler-1723 b","Kepler-1723",0.2249000000,,,811.27800000,"Kepler"
"Kepler-1176 b","Kepler-1176",0.1589000000,,,864.69900000,"Kepler"
"Kepler-1783 b","Kepler-1783",0.0759500000,0.0003800000,-0.0003800000,264.07800000,"Kepler"
"TOI-157 b","TOI-157",0.0313800000,0.0002500000,-0.0002000000,355.68300000,"Transiting Exoplanet Survey Satellite (TESS)"
"OGLE-2017-BLG-0640L b","OGLE-2017-BLG-0640L",1.1400000000,0.3800000000,-0.3800000000,6630.00000000,"OGLE"
"OGLE-2013-BLG-1761L b","OGLE-2013-BLG-1761L",1.8000000000,0.5000000000,-0.5000000000,6900.00000000,"OGLE"
"OGLE-2017-BLG-1099L b","OGLE-2017-BLG-1099L",2.7300000000,0.4000000000,-0.5300000000,7250.00000000,"OGLE"
"Kepler-1421 b","Kepler-1421",0.0757600000,0.0010900000,-0.0010900000,783.40100000,"Kepler"
"Kepler-1442 b","Kepler-1442",0.4081400000,0.0022300000,-0.0022300000,608.68000000,"Kepler"
"Kepler-414 b","Kepler-414",0.0543000000,0.0003100000,-0.0003100000,413.46000000,"Kepler"
"HD 102888 b","HD 102888",1.0500000000,0.0010000000,-0.0010000000,126.48400000,"La Silla Observatory"
"Kepler-109 c","Kepler-109",0.1546000000,0.0042000000,-0.0042000000,474.86100000,"Kepler"
"K2-59 b","K2-59",0.1354000000,0.0043000000,-0.0043000000,311.31300000,"K2"
"TOI-2458 c","TOI-2458",0.1290000000,0.0020000000,-0.0020000000,112.95800000,"La Silla Observatory"
"HAT-P-61 b","HAT-P-61",0.0301000000,0.0003400000,-0.0003400000,338.84000000,"HATNet"
"TOI-712 c","TOI-712",0.2447000000,0.0030000000,-0.0028000000,58.62120000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-348 c","Kepler-348",0.1380000000,,,570.78300000,"Kepler"
"Kepler-1200 b","Kepler-1200",0.0188000000,,,588.71500000,"Kepler"
"HD 204941 b","HD 204941",2.5500000000,0.0800000000,-0.0800000000,28.71650000,"La Silla Observatory"
"TOI-1130 c","TOI-1130",0.0731000000,0.0002000000,-0.0003000000,58.26090000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 101581 b","HIP 56998",0.0460000000,0.0007000000,-0.0007000000,12.77810000,"Transiting Exoplanet Survey Satellite (TESS)"
"OGLE-2017-BLG-0406L b","OGLE-2017-BLG-0406L",3.5000000000,0.3000000000,-0.3000000000,5200.00000000,"OGLE"
"KMT-2017-BLG-0428L b","KMT-2017-BLG-0428L",1.8100000000,0.5500000000,-0.5900000000,5400.00000000,"KMTNet"
"Kepler-698 b","Kepler-698",0.1255000000,,,1995.57000000,"Kepler"
"WASP-121 b","WASP-121",0.0257100000,0.0001000000,-0.0001000000,269.89800000,"SuperWASP"
"GJ 536 c","GJ 536",0.1617000000,0.0028000000,-0.0028000000,10.40920000,"Multiple Facilities"
"TOI-663 b","TOI-663",0.0295000000,0.0011000000,-0.0011000000,64.23080000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1259 A b","TOI-1259 A",0.0407000000,0.0011400000,-0.0011000000,118.10600000,"Transiting Exoplanet Survey Satellite (TESS)"
"Qatar-4 b","Qatar-4",0.0280300000,0.0004800000,-0.0004800000,329.03600000,"Qatar"
"K2-113 b","K2-113",0.0642000000,0.0009000000,-0.0009000000,635.72200000,"K2"
"TOI-150.01","TOI-150",0.0703700000,0.0008700000,-0.0008800000,336.26700000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2107 b","TOI-2107",0.0351500000,0.0005900000,-0.0006700000,236.70500000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1321 b","Kepler-1321",0.0781000000,,,769.14600000,"Kepler"
"HD 10180 h","HD 10180",3.3810000000,0.1210000000,-0.1210000000,38.96070000,"La Silla Observatory"
"HD 7924 b","HD 7924",0.0600000000,0.0000000000,0.0000000000,16.99220000,"W. M. Keck Observatory"
"HIP 57274 d","HIP 57274",1.0100000000,,,25.86180000,"W. M. Keck Observatory"
"HD 215152 e","HD 215152",0.1541700000,0.0019900000,-0.0020400000,21.59740000,"La Silla Observatory"
"KMT-2020-BLG-0414L c","KMT-2020-BLG-0414L",22.3000000000,2.4000000000,-1.5000000000,1220.00000000,"KMTNet"
"GJ 328 b","GJ 328",4.1100000000,0.1600000000,-0.1800000000,20.52660000,"McDonald Observatory"
"HD 16175 b","HD 16175",2.1200000000,0.0700000000,-0.0700000000,59.85900000,"Lick Observatory"
"Kepler-1195 b","Kepler-1195",0.0726000000,,,918.56600000,"Kepler"
"Kepler-739 b","Kepler-739",0.1054000000,,,1370.65000000,"Kepler"
"14 And b","14 And",0.7750000000,0.0000000000,0.0000000000,75.43920000,"Okayama Astrophysical Observatory"
"K2-146 c","K2-146",0.0327000000,0.0006000000,-0.0006000000,79.30020000,"K2"
"OGLE-2013-BLG-0341L B b","OGLE-2013-BLG-0341L B",0.7020000000,0.0220000000,-0.0220000000,911.00000000,"OGLE"
"TOI-1248 b","TOI-1248",0.0510000000,0.0010000000,-0.0010000000,168.73500000,"Transiting Exoplanet Survey Satellite (TESS)"
"Qatar-7 b","Qatar-7",0.0352000000,0.0002000000,-0.0002000000,705.98100000,"Qatar"
"HATS-22 b","HATS-22",0.0502500000,0.0004200000,-0.0004200000,229.51800000,"HATSouth"
"TOI-4465 b","TOI-4465",0.4160000000,0.0140000000,-0.0140000000,121.13900000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2345 b","TOI-2345",0.0170500000,0.0002200000,-0.0002300000,81.65410000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5788 c","TOI-5788",0.1197000000,0.0020000000,-0.0020000000,97.61400000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5788 b","TOI-5788",0.0640000000,0.0011000000,-0.0011000000,97.61400000,"Transiting Exoplanet Survey Satellite (TESS)"
"HAT-P-38 b","HAT-P-38",0.0523000000,0.0009000000,-0.0009000000,255.20600000,"HATNet"
"HD 106315 b","HD 106315",0.0907000000,0.0010000000,-0.0010000000,109.35300000,"K2"
"TOI-1136 g","TOI-1136",0.2290000000,0.0030000000,-0.0030000000,84.53620000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5232 b","TOI-5232",0.0559300000,0.0009000000,-0.0010000000,609.38800000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-912 b","TOI-912",0.0410000000,0.0010000000,-0.0010000000,26.10720000,"Transiting Exoplanet Survey Satellite (TESS)"
"V1298 Tau e","V1298 Tau",0.2689000000,0.0040000000,-0.0040000000,108.19900000,"K2"
"V1298 Tau c","V1298 Tau",0.0824000000,0.0012000000,-0.0012000000,108.19900000,"K2"
"LP 791-18 c","LP 791-18",0.0296100000,0.0003500000,-0.0003600000,26.49270000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1914 b","Kepler-1914",0.1954000000,,,1621.56000000,"Kepler"
"Kepler-224 c","Kepler-224",0.0580000000,,,782.08800000,"Kepler"
"HAT-P-64 b","HAT-P-64",0.0538700000,0.0003000000,-0.0003000000,651.89700000,"HATNet"
"TOI-1768.01","TOI-1768",0.0763810000,0.0032680000,-0.0035770000,157.59700000,"Transiting Exoplanet Survey Satellite (TESS)"
"HATS-40 b","HATS-40",0.0499700000,0.0007400000,-0.0007400000,1342.29000000,"HATSouth"
"HD 28109 c","HD 28109",0.3080000000,0.0110000000,-0.0110000000,139.61100000,"Transiting Exoplanet Survey Satellite (TESS)"
"BD+45 564 b","BD+45 564",0.8300000000,0.0400000000,-0.0400000000,53.62200000,"Haute-Provence Observatory"
"Kepler-911 b","Kepler-911",0.1559400000,0.0030300000,-0.0030300000,556.16800000,"Kepler"
"TOI-1749 c","TOI-1749",0.0443000000,0.0008000000,-0.0008000000,99.55610000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-431 b","TOI-431",0.0113000000,0.0002000000,-0.0003000000,32.56860000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-795 b","Kepler-795",0.1803000000,0.0016400000,-0.0016400000,492.12200000,"Kepler"
"TOI-2158 b","TOI-2158",0.0750000000,0.0040000000,-0.0040000000,198.47300000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-163 b","Kepler-163",0.0780000000,,,689.81400000,"Kepler"
"Kepler-1987 c","Kepler-1987",0.0427000000,,,595.68300000,"Kepler"
"Kepler-668 b","Kepler-668",0.0768000000,,,784.61800000,"Kepler"
