pl_name,hostname,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,sy_dist,disc_facility
"USco CTIO 108 b","USco CTIO 108",670.0000000000,,,144.01900000,"Teide Observatory"
"Kepler-130 c","Kepler-130",0.1780000000,0.0050000000,-0.0050000000,316.66300000,"Kepler"
"Kepler-418 b","Kepler-418",0.3924900000,0.0043500000,-0.0043500000,1002.53000000,"Kepler"
"Kepler-33 f","Kepler-33",0.2535000000,0.0054000000,-0.0054000000,1209.16000000,"Kepler"
"Kepler-33 d","Kepler-33",0.1662000000,0.0035000000,-0.0035000000,1209.16000000,"Kepler"
"HD 155358 c","HD 155358",1.0200000000,0.0200000000,-0.0200000000,43.61970000,"McDonald Observatory"
"Kepler-52 b","Kepler-52",0.0637000000,0.0027200000,-0.0027200000,321.54200000,"Kepler"
"Kepler-58 b","Kepler-58",0.0929100000,0.0007700000,-0.0007700000,969.25200000,"Kepler"
"HD 183263 c","HD 183263",5.5850000000,0.2280000000,-0.2510000000,54.19550000,"W. M. Keck Observatory"
"HD 187123 b","HD 187123",0.0426000000,0.0025000000,-0.0025000000,45.95480000,"W. M. Keck Observatory"
"V0391 Peg b","V0391 Peg",1.7000000000,0.1000000000,-0.1000000000,1195.98000000,"Multiple Observatories"
"Kepler-62 e","Kepler-62",0.4270000000,0.0040000000,-0.0040000000,300.87400000,"Kepler"
"HD 197037 b","HD 197037",2.0700000000,0.0500000000,-0.0500000000,33.19440000,"McDonald Observatory"
"CFBDSIR J145829+101343 b","CFBDSIR J145829+101343",2.6000000000,0.3000000000,-0.3000000000,23.10000000,"W. M. Keck Observatory"
"Kepler-269 b","Kepler-269",0.0610000000,,,2257.32000000,"Kepler"
"Kepler-300 c","Kepler-300",0.2320000000,,,1098.45000000,"Kepler"
"Kepler-149 d","Kepler-149",0.5710000000,,,571.03400000,"Kepler"
"Kepler-124 d","Kepler-124",0.1700000000,,,420.04600000,"Kepler"
"Kepler-276 d","Kepler-276",0.2466600000,0.0030600000,-0.0030600000,1144.86000000,"Kepler"
"Kepler-114 c","Kepler-114",0.0648200000,0.0023500000,-0.0023500000,259.53300000,"Kepler"
"Kepler-297 b","Kepler-297",0.2170000000,,,692.14000000,"Kepler"
"WASP-83 b","WASP-83",0.0590000000,0.0010000000,-0.0010000000,271.10300000,"SuperWASP"
"WASP-89 b","WASP-89",0.0427000000,0.0012000000,-0.0012000000,290.94600000,"SuperWASP"
"Kepler-402 c","Kepler-402",0.0680000000,,,625.33900000,"Kepler"
"Kepler-157 b","Kepler-157",0.0280000000,,,773.71300000,"Kepler"
"HATS-6 b","HATS-6",0.0362300000,0.0004200000,-0.0005700000,169.31800000,"HATSouth"
"Kepler-450 c","Kepler-450",0.1335100000,0.0007400000,-0.0007400000,455.98200000,"Kepler"
"Kepler-81 c","Kepler-81",0.0834700000,0.0035300000,-0.0035300000,348.29100000,"Kepler"
"Kepler-412 b","Kepler-412",0.0289700000,0.0009300000,-0.0009200000,1086.24000000,"Kepler"
"Kepler-92 b","Kepler-92",0.1223200000,0.0018900000,-0.0018900000,477.99200000,"Kepler"
"Kepler-288 c","Kepler-288",0.1400000000,,,1194.15000000,"Kepler"
"Kepler-295 b","Kepler-295",0.0990000000,,,1699.19000000,"Kepler"
"Kepler-178 d","Kepler-178",0.3970000000,,,716.02500000,"Kepler"
"Kepler-44 b","Kepler-44",0.0446000000,0.0011000000,-0.0011000000,1188.00000000,"Kepler"
"Kepler-41 b","Kepler-41",0.0310100000,0.0004000000,-0.0004000000,1093.08000000,"Kepler"
"Kepler-450 d","Kepler-450",0.0827000000,0.0004700000,-0.0004700000,455.98200000,"Kepler"
"POTS-1 b","POTS-1",0.0373400000,0.0009000000,-0.0009000000,747.95900000,"La Silla Observatory"
"Kepler-350 d","Kepler-350",0.1786000000,,,956.85900000,"Kepler"
"Kepler-238 f","Kepler-238",0.2863500000,0.0038100000,-0.0038100000,1798.75000000,"Kepler"
"Kepler-287 c","Kepler-287",0.2460000000,,,835.86000000,"Kepler"
"Kepler-285 b","Kepler-285",0.0360000000,,,824.31000000,"Kepler"
"Kepler-181 b","Kepler-181",0.0400000000,,,609.28300000,"Kepler"
"Kepler-1398 c","Kepler-1398",0.0508700000,0.0004800000,-0.0004800000,852.20400000,"Kepler"
"RR Cae b","RR Cae",5.3000000000,0.6000000000,-0.6000000000,21.19160000,"Leoncito Astronomical Complex"
"WASP-24 b","WASP-24",0.0365100000,0.0002800000,-0.0002800000,322.11400000,"SuperWASP"
"WASP-21 b","WASP-21",0.0520000000,0.0004100000,-0.0004400000,258.42600000,"SuperWASP"
"LHS 3844 b","LHS 3844",0.0062200000,0.0001700000,-0.0001700000,14.88460000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-237 b","TOI-237",0.0341000000,0.0010000000,-0.0010000000,38.07490000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-237 b","K2-237",0.0355200000,0.0005100000,-0.0006000000,314.99500000,"K2"
"Kepler-284 b","Kepler-284",0.1040000000,,,1031.95000000,"Kepler"
"Kepler-654 b","Kepler-654",0.1166400000,0.0020800000,-0.0020800000,974.12400000,"Kepler"
"Kepler-199 c","Kepler-199",0.3160000000,,,521.05400000,"Kepler"
"Kepler-214 b","Kepler-214",0.1300000000,,,1208.44000000,"Kepler"
"Kepler-87 b","Kepler-87",0.4810000000,0.0260000000,-0.0280000000,1232.90000000,"Kepler"
"Kepler-75 b","Kepler-75",0.0818000000,0.0012000000,-0.0012000000,835.35600000,"Kepler"
"Kepler-74 b","Kepler-74",0.0781000000,0.0007000000,-0.0007000000,1177.55000000,"Kepler"
"Kepler-145 c","Kepler-145",0.2624400000,0.0041500000,-0.0041500000,566.85000000,"Kepler"
"Kepler-328 b","Kepler-328",0.2199000000,,,2213.19000000,"Kepler"
"Kepler-115 c","Kepler-115",0.0870000000,,,623.60900000,"Kepler"
"Kepler-341 c","Kepler-341",0.0800000000,,,1047.03000000,"Kepler"
"Kepler-225 b","Kepler-225",0.0560000000,,,561.10100000,"Kepler"
"Kepler-871 b","Kepler-871",0.1572000000,,,1976.05000000,"Kepler"
"Kepler-56 c","Kepler-56",0.1652000000,0.0059000000,-0.0059000000,912.99400000,"Kepler"
"XO-5 b","XO-5",0.0515000000,0.0005000000,-0.0005000000,276.21100000,"XO"
"Kepler-447 b","Kepler-447",0.0769000000,0.0062000000,-0.0079000000,268.04100000,"Kepler"
"Kepler-216 b","Kepler-216",0.0790000000,,,1187.47000000,"Kepler"
"Kepler-259 c","Kepler-259",0.2170000000,,,1002.14000000,"Kepler"
"Kepler-293 b","Kepler-293",0.1440000000,,,974.63300000,"Kepler"
"Kepler-291 b","Kepler-291",0.0470000000,,,1786.48000000,"Kepler"
"Kepler-242 c","Kepler-242",0.1090000000,,,600.24100000,"Kepler"
"Kepler-240 b","Kepler-240",0.0480000000,,,746.92700000,"Kepler"
"Kepler-56 b","Kepler-56",0.1028000000,0.0037000000,-0.0037000000,912.99400000,"Kepler"
"WASP-16 b","WASP-16",0.0415000000,0.0007700000,-0.0007700000,194.13400000,"SuperWASP"
"WASP-17 b","WASP-17",0.0515000000,0.0003400000,-0.0003400000,405.90800000,"SuperWASP"
"WASP-18 b","WASP-18",0.0202400000,0.0002900000,-0.0003100000,123.48300000,"SuperWASP"
"HAT-P-54 b","HAT-P-54",0.0411700000,0.0004300000,-0.0004300000,143.65100000,"HATNet"
"Kepler-148 c","Kepler-148",0.0500000000,,,791.16300000,"Kepler"
"Kepler-179 b","Kepler-179",0.0360000000,,,605.68000000,"Kepler"
"Kepler-303 b","Kepler-303",0.0240000000,,,209.73800000,"Kepler"
"Kepler-260 b","Kepler-260",0.0750000000,,,627.36500000,"Kepler"
"Kepler-226 b","Kepler-226",0.0470000000,,,980.13800000,"Kepler"
"WASP-26 b","WASP-26",0.0400000000,0.0003000000,-0.0003000000,252.75900000,"SuperWASP"
"WASP-33 b","WASP-33",0.0239000000,0.0006300000,-0.0006300000,121.94400000,"SuperWASP"
"HATS-14 b","HATS-14",0.0381500000,0.0003200000,-0.0003200000,513.01100000,"HATSouth"
"HD 95086 b","HD 95086",55.7000000000,2.5000000000,-2.5000000000,86.22790000,"Paranal Observatory"
"Kepler-165 c","Kepler-165",0.1100000000,,,560.88500000,"Kepler"
"Kepler-197 d","Kepler-197",0.1190000000,,,330.57500000,"Kepler"
"Kepler-125 b","Kepler-125",0.0410000000,,,183.36500000,"Kepler"
"Kepler-306 c","Kepler-306",0.0670000000,,,775.67900000,"Kepler"
"KOI-351 e","KOI-351",0.4200000000,0.0600000000,-0.0600000000,848.25400000,"Kepler"
"KOI-351 c","KOI-351",0.0890000000,0.0120000000,-0.0120000000,848.25400000,"Kepler"
"Kepler-222 c","Kepler-222",0.0910000000,,,758.85400000,"Kepler"
"Kepler-184 d","Kepler-184",0.1790000000,,,610.32600000,"Kepler"
"Kepler-309 b","Kepler-309",0.0590000000,,,544.56800000,"Kepler"
"Kepler-696 b","Kepler-696",0.0535000000,,,1416.44000000,"Kepler"
"Kepler-11 f","Kepler-11",0.2500000000,0.0020000000,-0.0020000000,646.34600000,"Kepler"
"Kepler-11 e","Kepler-11",0.1950000000,0.0020000000,-0.0020000000,646.34600000,"Kepler"
"Kepler-11 g","Kepler-11",0.4660000000,0.0040000000,-0.0040000000,646.34600000,"Kepler"
"Kepler-166 c","Kepler-166",0.1950000000,,,603.53000000,"Kepler"
"Kepler-275 b","Kepler-275",0.0980000000,,,2034.25000000,"Kepler"
"Kepler-1298 b","Kepler-1298",0.0814000000,0.0014100000,-0.0014100000,544.16300000,"Kepler"
"Kepler-11 c","Kepler-11",0.1070000000,0.0010000000,-0.0010000000,646.34600000,"Kepler"
"WASP-57 b","WASP-57",0.0376900000,0.0009700000,-0.0009700000,398.27600000,"SuperWASP"
"HAT-P-50 b","HAT-P-50",0.0453000000,0.0005800000,-0.0014000000,515.45800000,"HATNet"
"MOA-2008-BLG-379L b","MOA-2008-BLG-379L",2.7000000000,0.9000000000,-1.0000000000,3300.00000000,"MOA"
"HD 13908 b","HD 13908",0.1540000000,0.0025000000,-0.0025000000,79.55150000,"Haute-Provence Observatory"
"Kepler-108 b","Kepler-108",0.2920000000,,,338.73200000,"Kepler"
"Kepler-264 b","Kepler-264",0.2490000000,,,942.17300000,"Kepler"
"Kepler-279 b","Kepler-279",0.1120000000,,,1037.40000000,"Kepler"
"Kepler-286 c","Kepler-286",0.0420000000,,,1226.85000000,"Kepler"
"GJ 667 C c","GJ 667 C",0.1250000000,0.0120000000,-0.0130000000,7.24396000,"La Silla Observatory"
"HD 13908 c","HD 13908",2.0300000000,0.0400000000,-0.0400000000,79.55150000,"Haute-Provence Observatory"
"HD 159243 b","HD 159243",0.1100000000,0.0020000000,-0.0020000000,73.30550000,"Haute-Provence Observatory"
"Kepler-261 b","Kepler-261",0.0880000000,,,317.49900000,"Kepler"
"HIP 57274 c","HIP 57274",0.1780000000,,,25.86180000,"W. M. Keck Observatory"
"Kepler-292 d","Kepler-292",0.0680000000,,,1056.48000000,"Kepler"
"GJ 667 C f","GJ 667 C",0.1560000000,0.0140000000,-0.0170000000,7.24396000,"La Silla Observatory"
"HD 73526 c","HD 73526",1.0300000000,0.0200000000,-0.0200000000,97.23960000,"Anglo-Australian Telescope"
"HD 106906 b","HD 106906",650.0000000000,,,103.02900000,"Las Campanas Observatory"
"Kepler-119 b","Kepler-119",0.0350000000,,,701.99600000,"Kepler"
"HD 220074 b","HD 220074",1.6000000000,0.1300000000,-0.1300000000,324.54000000,"Bohyunsan Optical Astronomical Observatory"
"Kepler-297 c","Kepler-297",0.3360000000,,,692.14000000,"Kepler"
"Kepler-343 b","Kepler-343",0.0880000000,,,927.19300000,"Kepler"
"Kepler-282 d","Kepler-282",0.1583700000,0.0009000000,-0.0009000000,1337.61000000,"Kepler"
"Kepler-158 b","Kepler-158",0.1110000000,,,315.17700000,"Kepler"
"Kepler-273 b","Kepler-273",0.0370000000,,,713.96400000,"Kepler"
"Kepler-677 b","Kepler-677",0.0670000000,,,1954.08000000,"Kepler"
"Kepler-306 b","Kepler-306",0.0500000000,,,775.67900000,"Kepler"
"Kepler-267 d","Kepler-267",0.1540000000,,,264.99300000,"Kepler"
"DP Leo b","DP Leo",8.1900000000,0.3900000000,-0.3900000000,305.68400000,"Yunnan Astronomical Observatory"
"HAT-P-19 b","HAT-P-19",0.0459900000,0.0006300000,-0.0005800000,202.07800000,"HATNet"
"HAT-P-34 b","HAT-P-34",0.0677400000,0.0007400000,-0.0007600000,249.32500000,"HATNet"
"WASP-11 b","WASP-11",0.0435000000,0.0006000000,-0.0006000000,124.73000000,"SuperWASP"
"WASP-37 b","WASP-37",0.0446000000,0.0019000000,-0.0019000000,392.79100000,"SuperWASP"
"WASP-90 b","WASP-90",0.0562000000,0.0012000000,-0.0012000000,466.43300000,"SuperWASP"
"K2-26 b","K2-26",0.0962000000,0.0054000000,-0.0061000000,99.05040000,"K2"
"Kepler-276 c","Kepler-276",0.1861900000,0.0023200000,-0.0023200000,1144.86000000,"Kepler"
"Kepler-305 b","Kepler-305",0.0574600000,0.0005200000,-0.0005200000,868.47700000,"Kepler"
"Kepler-266 b","Kepler-266",0.0710000000,,,1370.79000000,"Kepler"
"Kepler-121 c","Kepler-121",0.2160000000,,,510.52300000,"Kepler"
"Kepler-338 d","Kepler-338",0.2570000000,,,552.79800000,"Kepler"
"2MASS J01225093-2439505 b","2MASS J01225093-2439505",52.0000000000,6.0000000000,-6.0000000000,33.82810000,"W. M. Keck Observatory"
"WASP-52 b","WASP-52",0.0272000000,0.0003000000,-0.0003000000,174.81800000,"SuperWASP"
"WASP-75 b","WASP-75",0.0375000000,0.0007000000,-0.0008000000,294.00100000,"SuperWASP"
"WASP-135 b","WASP-135",0.0243000000,0.0005000000,-0.0005000000,298.21400000,"SuperWASP"
"HD 222237 b","HD 222237",10.8000000000,1.1000000000,-1.0000000000,11.44690000,"Multiple Observatories"
"Kepler-126 d","Kepler-126",0.4480000000,,,237.40100000,"Kepler"
"Kepler-381 c","Kepler-381",0.1170000000,,,267.32300000,"Kepler"
"Kepler-249 d","Kepler-249",0.0970000000,,,190.40100000,"Kepler"
"Kepler-254 d","Kepler-254",0.1390000000,,,1389.48000000,"Kepler"
"SPECULOOS-3 b","SPECULOOS-3",0.0073300000,0.0000550000,-0.0000550000,,"SPECULOOS Southern Observatory"
"Kepler-363 d","Kepler-363",0.1070000000,,,762.59600000,"Kepler"
"Kepler-366 b","Kepler-366",0.0450000000,,,1856.28000000,"Kepler"
"Kepler-141 b","Kepler-141",0.0390000000,,,301.18300000,"Kepler"
"Kepler-142 d","Kepler-142",0.2420000000,,,548.68600000,"Kepler"
"Kepler-400 b","Kepler-400",0.0870000000,,,845.97000000,"Kepler"
"Kepler-204 c","Kepler-204",0.1730000000,,,686.72300000,"Kepler"
"WASP-41 c","WASP-41",1.0700000000,0.0300000000,-0.0300000000,163.37100000,"La Silla Observatory"
"Kepler-312 c","Kepler-312",0.1530000000,,,797.72000000,"Kepler"
"Kepler-286 d","Kepler-286",0.0610000000,,,1226.85000000,"Kepler"
"Kepler-91 b","Kepler-91",0.0731000000,0.0034000000,-0.0031000000,1294.69000000,"Kepler"
"HR 8799 b","HR 8799",68.0000000000,,,41.24410000,"Gemini Observatory"
"HR 8799 d","HR 8799",24.0000000000,,,41.24410000,"W. M. Keck Observatory"
"HR 8799 e","HR 8799",16.4000000000,2.1000000000,-1.1000000000,41.24410000,"W. M. Keck Observatory"
"TOI-4495 b","TOI-4495",0.0395700000,0.0004700000,-0.0004700000,132.21400000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 176986 d","HD 176986",0.2814900000,0.0024000000,-0.0024000000,27.78430000,"Multiple Observatories"
"Kepler-354 b","Kepler-354",0.0540000000,,,554.06400000,"Kepler"
"Kepler-368 b","Kepler-368",0.1860000000,,,770.97800000,"Kepler"
"Kepler-135 b","Kepler-135",0.0670000000,,,621.85500000,"Kepler"
"Kepler-383 b","Kepler-383",0.0950000000,,,470.00000000,"Kepler"
"HAT-P-66 b","HAT-P-66",0.0436300000,0.0012100000,-0.0006400000,935.45600000,"HATNet"
"WASP-118 b","WASP-118",0.0545300000,0.0004800000,-0.0004800000,376.65800000,"SuperWASP"
"WASP-7 b","WASP-7",0.0617000000,0.0011000000,-0.0011000000,162.30300000,"SuperWASP"
"XO-4 b","XO-4",0.0552400000,0.0002700000,-0.0002800000,272.65500000,"Lowell Observatory"
"KELT-2 A b","KELT-2 A",0.0549700000,0.0003700000,-0.0003700000,134.05800000,"KELT"
"K2-30 b","K2-30",0.0483900000,0.0007600000,-0.0007600000,333.04200000,"K2"
"WASP-101 b","WASP-101",0.0505700000,0.0008500000,-0.0009000000,201.22400000,"SuperWASP"
"Kepler-104 c","Kepler-104",0.1530000000,,,400.78500000,"Kepler"
"Kepler-369 c","Kepler-369",0.0940000000,,,214.00000000,"Kepler"
"Kepler-371 b","Kepler-371",0.2000000000,,,813.19200000,"Kepler"
"Kepler-147 b","Kepler-147",0.1130000000,,,1042.02000000,"Kepler"
"Kepler-132 d","Kepler-132",0.1360000000,,,349.54900000,"Kepler"
"Kepler-208 c","Kepler-208",0.0790000000,,,775.32800000,"Kepler"
"Kepler-487 c","Kepler-487",0.2186400000,0.0024200000,-0.0024200000,872.34300000,"Kepler"
"Kepler-316 c","Kepler-316",0.0580000000,,,384.93800000,"Kepler"
"Kepler-313 b","Kepler-313",0.1250000000,,,1079.39524871,"Kepler"
"Kepler-372 c","Kepler-372",0.1540000000,,,1493.95000000,"Kepler"
"Kepler-373 b","Kepler-373",0.0600000000,,,1090.45000000,"Kepler"
"HD 176986 c","HD 176986",0.1187300000,0.0010000000,-0.0010000000,27.78430000,"Multiple Observatories"
"Kepler-151 c","Kepler-151",0.1600000000,,,649.91900000,"Kepler"
"Kepler-386 c","Kepler-386",0.1550000000,,,882.46200000,"Kepler"
"Kepler-215 c","Kepler-215",0.1130000000,,,485.99700000,"Kepler"
"Kepler-404 b","Kepler-404",0.1020000000,,,812.52400000,"Kepler"
"HD 3167 d","HD 3167",0.0763000000,0.0015000000,-0.0015000000,47.28990000,"Multiple Observatories"
"Kepler-317 b","Kepler-317",0.0610000000,,,940.58400000,"Kepler"
"Kepler-319 c","Kepler-319",0.0690000000,,,503.43600000,"Kepler"
"Kepler-375 c","Kepler-375",0.1410000000,,,1238.81000000,"Kepler"
"Kepler-356 c","Kepler-356",0.1150000000,,,707.55900000,"Kepler"
"Kepler-387 b","Kepler-387",0.0680000000,,,801.05200000,"Kepler"
"Kepler-388 b","Kepler-388",0.0360000000,,,425.00000000,"Kepler"
"Kepler-224 e","Kepler-224",0.1240000000,,,782.08800000,"Kepler"
"Kepler-226 d","Kepler-226",0.0760000000,,,980.13800000,"Kepler"
"Kepler-348 b","Kepler-348",0.0760000000,,,570.78300000,"Kepler"
"Kepler-338 b","Kepler-338",0.1170000000,,,552.79800000,"Kepler"
"Kepler-376 c","Kepler-376",0.1150000000,,,923.06700000,"Kepler"
"Kepler-377 c","Kepler-377",0.1820000000,,,823.80400000,"Kepler"
"Kepler-389 b","Kepler-389",0.0410000000,,,816.55900000,"Kepler"
"Kepler-118 b","Kepler-118",0.0730000000,,,574.22800000,"Kepler"
"Kepler-123 c","Kepler-123",0.1810000000,,,1021.66000000,"Kepler"
"Kepler-243 c","Kepler-243",0.1420000000,,,693.86000000,"Kepler"
"GJ 3470 b","GJ 3470",0.0355000000,0.0019000000,-0.0019000000,29.42140000,"La Silla Observatory"
"Kepler-379 c","Kepler-379",0.3260000000,,,731.27400000,"Kepler"
"Kepler-112 c","Kepler-112",0.1720000000,,,513.20600000,"Kepler"
"Kepler-137 c","Kepler-137",0.1300000000,,,302.97900000,"Kepler"
"Kepler-390 b","Kepler-390",0.0650000000,,,435.27700000,"Kepler"
"HD 221420 b","HD 221420",10.1500000000,0.5900000000,-0.3800000000,31.14150000,"Anglo-Australian Telescope"
"Kepler-351 c","Kepler-351",0.2870000000,,,1083.91000000,"Kepler"
"Kepler-327 b","Kepler-327",0.0290000000,,,241.98700000,"Kepler"
"Kepler-114 b","Kepler-114",0.0530000000,,,259.53300000,"Kepler"
"Kepler-358 c","Kepler-358",0.3810000000,,,1101.10000000,"Kepler"
"Kepler-169 c","Kepler-169",0.0620000000,,,406.52900000,"Kepler"
"Kepler-236 b","Kepler-236",0.0650000000,,,288.76300000,"Kepler"
"Kepler-141 c","Kepler-141",0.0670000000,,,301.18300000,"Kepler"
"Kepler-858 b","Kepler-858",0.3393900000,0.0039100000,-0.0039100000,298.53200000,"Kepler"
"Kepler-855 b","Kepler-855",0.0762000000,,,1506.58000000,"Kepler"
"Kepler-321 c","Kepler-321",0.1100000000,,,384.54200000,"Kepler"
"Kepler-349 b","Kepler-349",0.0650000000,,,940.72400000,"Kepler"
"Kepler-353 c","Kepler-353",0.0650000000,,,384.69400000,"Kepler"
"Kepler-359 c","Kepler-359",0.3070000000,,,1443.21000000,"Kepler"
"Kepler-173 b","Kepler-173",0.0480000000,,,833.16500000,"Kepler"
"K2-29 b","K2-29",0.0421700000,0.0002400000,-0.0002400000,178.47500000,"K2"
"Kepler-180 b","Kepler-180",0.1090000000,,,695.65000000,"Kepler"
"Kepler-244 d","Kepler-244",0.1400000000,,,1036.49000000,"Kepler"
"Kepler-254 c","Kepler-254",0.1050000000,,,1389.48000000,"Kepler"
"WASP-92 b","WASP-92",0.0348000000,0.0003600000,-0.0003600000,575.88900000,"SuperWASP"
"HD 108202 b","HD 108202",3.7000000000,0.1000000000,-0.1000000000,38.68460000,"La Silla Observatory"
"Kepler-330 c","Kepler-330",0.1160000000,,,717.52700000,"Kepler"
"Kepler-1243 b","Kepler-1243",0.1256000000,,,758.17000000,"Kepler"
"Kepler-360 b","Kepler-360",0.0440000000,,,876.04400000,"Kepler"
"Kepler-49 e","Kepler-49",0.1160000000,,,311.22200000,"Kepler"
"Kepler-140 b","Kepler-140",0.0450000000,,,583.85900000,"Kepler"
"Kepler-122 d","Kepler-122",0.1550000000,,,1027.45000000,"Kepler"
"HD 27894 c","HD 27894",0.1980000000,0.0010000000,-0.0010000000,43.82140000,"La Silla Observatory"
"Kepler-268 c","Kepler-268",0.3910000000,,,851.87000000,"Kepler"
"Kepler-171 c","Kepler-171",0.0980000000,,,863.85500000,"Kepler"
"Kepler-133 c","Kepler-133",0.2040000000,,,653.60000000,"Kepler"
"Kepler-185 b","Kepler-185",0.0260000000,,,466.73500000,"Kepler"
"HD 68988 c","HD 68988",13.2000000000,5.3000000000,-2.0000000000,60.84470000,"Multiple Observatories"
"Kepler-346 b","Kepler-346",0.0710000000,,,984.10500000,"Kepler"
"Kepler-718 b","Kepler-718",0.0322000000,,,1302.33000000,"Kepler"
"Kepler-720 b","Kepler-720",0.0539000000,,,1065.37000000,"Kepler"
"Kepler-1241 b","Kepler-1241",0.1336000000,,,968.72200000,"Kepler"
"Kepler-495 b","Kepler-495",0.0427000000,,,658.92400000,"Kepler"
"Kepler-281 b","Kepler-281",0.1170000000,,,1745.45000000,"Kepler"
"Kepler-288 b","Kepler-288",0.0650000000,,,1194.15000000,"Kepler"
"Kepler-394 b","Kepler-394",0.0830000000,,,1058.72000000,"Kepler"
"Kepler-189 b","Kepler-189",0.0880000000,,,591.53400000,"Kepler"
"HD 168443 b","HD 168443",0.2920000000,0.0110000000,-0.0120000000,39.62450000,"W. M. Keck Observatory"
"Kepler-148 b","Kepler-148",0.0280000000,,,791.16300000,"Kepler"
"Kepler-178 c","Kepler-178",0.1420000000,,,716.02500000,"Kepler"
"Kepler-686 b","Kepler-686",0.0258000000,,,1490.94000000,"Kepler"
"Kepler-468 b","Kepler-468",0.2213000000,,,442.87100000,"Kepler"
"Kepler-953 c","Kepler-953",0.0862000000,,,258.89300000,"Kepler"
"Kepler-342 b","Kepler-342",0.1280000000,,,781.61100000,"Kepler"
"Kepler-334 c","Kepler-334",0.1070000000,,,426.59000000,"Kepler"
"Kepler-291 c","Kepler-291",0.0650000000,,,1786.48000000,"Kepler"
"Kepler-298 c","Kepler-298",0.1360000000,,,518.20400000,"Kepler"
"Kepler-190 c","Kepler-190",0.0450000000,,,433.38700000,"Kepler"
"Kepler-191 c","Kepler-191",0.1280000000,,,594.46400000,"Kepler"
"BD-08 2823 c","BD-08 2823",0.6800000000,0.0200000000,-0.0200000000,41.33420000,"La Silla Observatory"
"HD 10180 f","HD 10180",0.4929000000,0.0078000000,-0.0078000000,38.96070000,"La Silla Observatory"
"Kepler-207 c","Kepler-207",0.0440000000,,,875.51900000,"Kepler"
"Kepler-224 b","Kepler-224",0.0380000000,,,782.08800000,"Kepler"
