pl_name,hostname,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,sy_dist,disc_facility
"Kepler-185 c","Kepler-185",0.01490000,,,"M-R relationship",466.73500000,"Kepler"
"Kepler-1999 b","Kepler-1999",0.03410000,,,"M-R relationship",701.25500000,"Kepler"
"Kepler-1285 b","Kepler-1285",0.00274000,,,"M-R relationship",422.26900000,"Kepler"
"TOI-470 b","TOI-470",0.05460000,,,"M-R relationship",130.46000000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1003 b","Kepler-1003",0.01200000,,,"M-R relationship",941.90200000,"Kepler"
"Kepler-213 b","Kepler-213",0.01020000,,,"M-R relationship",634.93900000,"Kepler"
"Kepler-112 b","Kepler-112",0.01940000,,,"M-R relationship",513.20600000,"Kepler"
"TOI-2095 b","TOI-2095",0.01290004,,,"Mass",41.91760000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1470 c","TOI-1470",0.02277959,0.00903003,-0.00871539,"Mass",51.95030000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1038 c","Kepler-1038",0.00816000,,,"M-R relationship",584.13600000,"Kepler"
"HD 109271 c","HD 109271",0.07600000,0.00700000,-0.00700000,"Msini",55.87160000,"La Silla Observatory"
"TOI-5293 A b","TOI-5293 A",0.54000000,0.07000000,-0.07000000,"Mass",162.22900000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-26 e","Kepler-26",0.02010000,,,"M-R relationship",335.30700000,"Kepler"
"Kepler-1731 b","Kepler-1731",0.02810000,,,"M-R relationship",169.94800000,"Kepler"
"TOI-622 b","TOI-622",0.30300000,0.06900000,-0.07200000,"Mass",123.29700000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-169 b","Kepler-169",0.00474000,,,"M-R relationship",406.52900000,"Kepler"
"Kepler-239 b","Kepler-239",0.01900000,,,"M-R relationship",648.10900000,"Kepler"
"Kepler-1812 b","Kepler-1812",0.01890000,,,"M-R relationship",1409.19000000,"Kepler"
"Kepler-738 b","Kepler-738",0.02140000,,,"M-R relationship",1113.65000000,"Kepler"
"Kepler-1778 b","Kepler-1778",0.02940000,,,"M-R relationship",1276.29000000,"Kepler"
"Kepler-1005 b","Kepler-1005",0.00899000,,,"M-R relationship",567.80600000,"Kepler"
"Kepler-617 b","Kepler-617",0.00724000,,,"M-R relationship",173.35400000,"Kepler"
"Kepler-371 c","Kepler-371",0.01200000,,,"M-R relationship",813.19200000,"Kepler"
"Kepler-211 b","Kepler-211",0.00669000,,,"M-R relationship",309.35300000,"Kepler"
"HD 25912 b","HD 25912",0.12000000,0.01300000,-0.01300000,"Msini",49.16610000,"Multiple Observatories"
"TOI-4010 b","TOI-4010",0.03460987,0.00405879,-0.00399587,"Mass",177.50400000,"Transiting Exoplanet Survey Satellite (TESS)"
"GJ 367 b","GJ 367",0.00199164,0.00015732,-0.00015732,"Mass",9.41263000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2641 b","TOI-2641",0.38600000,0.02200000,-0.03600000,"Mass",344.04500000,"Transiting Exoplanet Survey Satellite (TESS)"
"GJ 367 c","GJ 367",0.01299443,0.00113269,-0.00113269,"Msini",9.41263000,"La Silla Observatory"
"HD 284149 AB b","HD 284149 A",26.28000000,2.93000000,-2.93000000,"Mass",117.80700000,"Paranal Observatory"
"Kepler-925 b","Kepler-925",0.01910000,,,"M-R relationship",611.11500000,"Kepler"
"Kepler-54 c","Kepler-54",0.00220245,0.00078659,-0.00050342,"Mass",271.70100000,"Kepler"
"HD 210193 b","HD 210193",0.48170406,0.07330963,-0.07330963,"Msini",42.20290000,"Las Campanas Observatory"
"HIP 54597 b","HIP 54597",2.40000000,0.40000000,-0.20000000,"Mass",39.74290000,"La Silla Observatory"
"TOI-1235 b","TOI-1235",0.02104909,0.00210806,-0.00217098,"Mass",39.63450000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-4010 e","TOI-4010",2.17727549,0.20765922,-0.19822017,"Msini",177.50400000,"Roque de los Muchachos Observatory"
"TOI-1680 b","TOI-1680",0.00865000,,,"M-R relationship",37.22090000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-84 b","WASP-84",0.69200000,0.05800000,-0.05800000,"Mass",100.58800000,"SuperWASP"
"Kepler-801 b","Kepler-801",0.01470000,,,"M-R relationship",440.42600000,"Kepler"
"Kepler-750 c","Kepler-750",0.01020000,,,"M-R relationship",1296.02000000,"Kepler"
"TOI-2018 b","TOI-2018",0.02894644,0.00660734,-0.00660734,"Mass",27.99560000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-117 b","Kepler-117",0.09400000,0.03300000,-0.03300000,"Mass",1455.57000000,"Kepler"
"Kepler-1724 b","Kepler-1724",0.02650000,,,"M-R relationship",1060.77000000,"Kepler"
"GJ 180 d","GJ 180",0.02378630,0.00336658,-0.00336658,"Msini",11.94070000,"Multiple Facilities"
"Kepler-139 f","Kepler-139",0.11326867,0.03146352,-0.03146352,"Mass",391.03800000,"Multiple Observatories"
"Kepler-34 b","Kepler-34",0.22000000,0.01100000,-0.01000000,"Mass",1800.82000000,"Kepler"
"MOA-2011-BLG-291L b","MOA-2011-BLG-291L",0.05700000,0.11000000,-0.03800000,"Mass",4400.00000000,"MOA"
"OGLE-2019-BLG-0468L b","OGLE-2019-BLG-0468L",3.43000000,1.83000000,-1.17000000,"Mass",4400.00000000,"OGLE"
"OGLE-2019-BLG-0960L b","OGLE-2019-BLG-0960L",0.00786588,0.00188781,-0.00188781,"Mass",980.00000000,"OGLE"
"KMT-2024-BLG-0404L c","KMT-2024-BLG-0404L",0.05443189,0.08023197,-0.02768790,"Mass",7210.00000000,"KMTNet"
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L",11.28000000,8.73000000,-3.38000000,"Mass",3930.00000000,"OGLE"
"Kepler-126 c","Kepler-126",0.00402415,0.02212753,-0.02212753,"Msini",237.40100000,"Kepler"
"TOI-1052 b","TOI-1052",0.05317335,0.00534880,-0.00534880,"Mass",129.80400000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1455 b","Kepler-1455",0.01670000,,,"M-R relationship",357.62100000,"Kepler"
"Kepler-998 b","Kepler-998",0.01890000,,,"M-R relationship",986.36400000,"Kepler"
"WASP-84 c","WASP-84",0.04800000,0.01400000,-0.01300000,"Mass",100.58800000,"Transiting Exoplanet Survey Satellite (TESS)"
"eps CrB b","eps CrB",6.70000000,0.30000000,-0.30000000,"Msini",69.86830000,"Bohyunsan Optical Astronomical Observatory"
"GJ 685 b","GJ 685",0.02831702,0.00534877,-0.00566340,"Msini",14.31550000,"Roque de los Muchachos Observatory"
"TOI-4010 c","TOI-4010",0.06390241,0.00670173,-0.00663880,"Mass",177.50400000,"Transiting Exoplanet Survey Satellite (TESS)"
"K2-3 c","K2-3",0.00843222,0.00267440,-0.00267440,"Mass",44.07270000,"K2"
"K2-3 d","K2-3",0.00692197,,,"Mass",44.07270000,"K2"
"Kepler-733 b","Kepler-733",0.02630000,,,"M-R relationship",916.70600000,"Kepler"
"KMT-2017-BLG-1057L b","KMT-2017-BLG-1057L",0.07393927,0.04719528,-0.03775622,"Mass",6500.00000000,"KMTNet"
"OGLE-2019-BLG-0362L b","OGLE-2019-BLG-0362L",3.26000000,0.83000000,-0.58000000,"Mass",5830.00000000,"OGLE"
"Kepler-1451 b","Kepler-1451",0.03520000,,,"M-R relationship",1058.72000000,"Kepler"
"Kepler-108 c","Kepler-108",0.16000000,,,"M-R relationship",338.73200000,"Kepler"
"KMT-2019-BLG-1339L b","KMT-2019-BLG-1339L",1.25000000,1.04000000,-0.73000000,"Mass",6120.00000000,"KMTNet"
"Kepler-397 b","Kepler-397",0.02080000,,,"M-R relationship",969.00000000,"Kepler"
"OGLE-2003-BLG-235L b","OGLE-2003-BLG-235L",2.60000000,0.80000000,-0.60000000,"Mass",5800.00000000,"OGLE"
"OGLE-2012-BLG-0358L b","OGLE-2012-BLG-0358L",1.85000000,0.19000000,-0.19000000,"Mass",1760.00000000,"OGLE"
"OGLE-2015-BLG-1609L b","OGLE-2015-BLG-1609L",0.24000000,0.90000000,-0.17000000,"Mass",3300.00000000,"OGLE"
"KMT-2021-BLG-1077L c","KMT-2021-BLG-1077L",0.25000000,0.35000000,-0.13000000,"Mass",8240.00000000,"KMTNet"
"TOI-5344 b","TOI-5344",0.41200000,0.04000000,-0.04000000,"Mass",138.36700000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 11964 b","HD 11964",0.62200000,0.05600000,-0.05600000,"Msini",33.53690000,"W. M. Keck Observatory"
"HD 132406 b","HD 132406",5.94000000,0.65000000,-0.59000000,"Mass",70.78320000,"Haute-Provence Observatory"
"DMPP-3 A b","DMPP-3 A",0.00840076,0.00157318,-0.00176196,"Msini",46.89170000,"La Silla Observatory"
"DMPP-2 b","DMPP-2",0.53953642,0.03457841,-0.02624057,"Msini",137.94000000,"Multiple Facilities"
"TOI-1801 b","TOI-1801",0.01805377,0.00457794,-0.00449299,"Mass",30.67960000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-52 d","Kepler-52",0.27963989,,,"Mass",321.54200000,"Kepler"
"TOI-1853 b","TOI-1853",0.23031296,0.00849515,-0.00849515,"Mass",165.10500000,"Transiting Exoplanet Survey Satellite (TESS)"
"LHS 475 b","LHS 475",0.00296000,,,"M-R relationship",12.48140000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-756 b","Kepler-756",0.00459000,,,"M-R relationship",852.00000000,"Kepler"
"EPIC 229004835 b","EPIC 229004835",0.03272206,0.00503416,-0.00471953,"Mass",121.97100000,"K2"
"Kepler-1286 b","Kepler-1286",0.01660000,,,"M-R relationship",1354.46000000,"Kepler"
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L",0.11672965,0.07897343,-0.06135386,"Mass",5600.00000000,"OGLE"
"Kepler-132 c","Kepler-132",0.00687000,,,"M-R relationship",349.54900000,"Kepler"
"OGLE-2016-BLG-0263L b","OGLE-2016-BLG-0263L",4.10000000,6.50000000,-2.50000000,"Mass",6500.00000000,"OGLE"
"OGLE-2017-BLG-0364L b","OGLE-2017-BLG-0364L",0.23849347,0.17147618,-0.13497849,"Mass",7860.00000000,"OGLE"
"UKIRT-2017-BLG-001L b","UKIRT-2017-BLG-001L",1.28000000,0.37000000,-0.44000000,"Mass",6300.00000000,"Mauna Kea Observatory"
"OGLE-2018-BLG-1126L b","OGLE-2018-BLG-1126L",0.05600000,0.03300000,-0.03100000,"Mass",5700.00000000,"KMTNet"
"KMT-2019-BLG-0298L b","KMT-2019-BLG-0298L",1.81000000,0.96000000,-0.96000000,"Mass",6710.00000000,"KMTNet"
"Kepler-1430 b","Kepler-1430",0.00553000,,,"M-R relationship",875.52300000,"Kepler"
"Kepler-924 b","Kepler-924",0.03030000,,,"M-R relationship",1053.04000000,"Kepler"
"K2-73 b","K2-73",0.02894644,0.01195614,-0.01164150,"Mass",269.18300000,"K2"
"pi Men c","HD 39091",0.01142126,0.00119561,-0.00119561,"Mass",18.27020000,"Transiting Exoplanet Survey Satellite (TESS)"
"HIP 38594 b","HIP 38594",0.02548532,0.00534877,-0.00534877,"Msini",17.78860000,"Multiple Observatories"
"Kepler-1903 b","Kepler-1903",0.01840000,,,"M-R relationship",1775.44000000,"Kepler"
"TOI-5126 c","TOI-5126",0.04470000,,,"M-R relationship",160.41400000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5126 b","TOI-5126",0.06340000,,,"M-R relationship",160.41400000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1453 b","Kepler-1453",0.02390000,,,"M-R relationship",1196.04000000,"Kepler"
"G 264-012 c","G 264-012",0.01179882,0.00151025,-0.00147879,"Msini",16.00900000,"Calar Alto Observatory"
"HD 128311 b","HD 128311",1.76900000,0.02300000,-0.02300000,"Msini",16.32920000,"W. M. Keck Observatory"
"MOA-2016-BLG-526L b","MOA-2016-BLG-526L",0.04700000,0.02100000,-0.02100000,"Mass",6930.00000000,"MOA"
"OGLE-2018-BLG-1269L b","OGLE-2018-BLG-1269L",0.67000000,0.41000000,-0.21000000,"Mass",2510.00000000,"OGLE"
"KMT-2018-BLG-0087L b","KMT-2018-BLG-0087L",0.23000000,0.32000000,-0.12000000,"Mass",7020.00000000,"KMTNet"
"Kepler-535 b","Kepler-535",0.01940000,,,"M-R relationship",685.59900000,"Kepler"
"OGLE-2007-BLG-368L b","OGLE-2007-BLG-368L",0.06000000,0.02000000,-0.03000000,"Mass",5900.00000000,"OGLE"
"OGLE-2018-BLG-0799L b","OGLE-2018-BLG-0799L",0.26000000,0.22000000,-0.11000000,"Mass",4050.00000000,"OGLE"
"MOA-2010-BLG-328L b","MOA-2010-BLG-328L",0.02900000,0.00700000,-0.00700000,"Mass",810.00000000,"MOA"
"MOA-2012-BLG-006L b","MOA-2012-BLG-006L",8.40000000,4.60000000,-3.90000000,"Mass",5300.00000000,"Multiple Observatories"
"OGLE-2018-BLG-1011L b","OGLE-2018-BLG-1011L",1.80000000,3.40000000,-1.10000000,"Mass",7100.00000000,"OGLE"
"KMT-2018-BLG-0748L b","KMT-2018-BLG-0748L",0.19000000,0.28000000,-0.10000000,"Mass",7300.00000000,"KMTNet"
"Kepler-1763 b","Kepler-1763",0.00499000,,,"M-R relationship",756.48600000,"Kepler"
"BD+20 594 b","BD+20 594",0.07000000,0.03000000,-0.03000000,"Mass",179.46100000,"K2"
"HD 147873 b","HD 147873",5.14000000,0.34000000,-0.34000000,"Msini",109.05500000,"Multiple Observatories"
"HIP 113103 c","HIP 113103",0.02000000,,,"M-R relationship",46.21220000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1061 b","Kepler-1061",0.01440000,,,"M-R relationship",543.37500000,"Kepler"
"Kepler-1539 b","Kepler-1539",0.02440000,,,"M-R relationship",748.32600000,"Kepler"
"Kepler-1995 b","Kepler-1995",0.05330000,,,"M-R relationship",595.33100000,"Kepler"
"TOI-199 b","TOI-199",0.17000000,0.02000000,-0.02000000,"Mass",102.27000000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5398 b","TOI-5398",0.18469085,0.01793421,-0.01761957,"Mass",130.85500000,"Transiting Exoplanet Survey Satellite (TESS)"
"GJ 3942 b","GJ 3942",0.02246484,0.00185634,-0.00185634,"Msini",16.92870000,"Roque de los Muchachos Observatory"
"HD 110067 f","HD 110067",0.01585761,0.00594661,-0.00610392,"Mass",32.15850000,"Multiple Observatories"
"HD 11506 b","HD 11506",4.88000000,1.98600000,-0.33300000,"Mass",51.26100000,"W. M. Keck Observatory"
"Kepler-235 d","Kepler-235",0.01530000,,,"M-R relationship",428.01800000,"Kepler"
"OGLE-2017-BLG-1806L b","OGLE-2017-BLG-1806L",0.01658127,0.01481932,-0.00855808,"Mass",6400.00000000,"OGLE"
"Kepler-1530 d","Kepler-1530",0.03390000,,,"M-R relationship",489.87600000,"Kepler"
"Kepler-661 b","Kepler-661",0.03030000,,,"M-R relationship",534.78800000,"Kepler"
"MOA-2011-BLG-028L b","MOA-2011-BLG-028L",0.09000000,0.05000000,-0.04000000,"Mass",7380.00000000,"MOA"
"MOA-2013-BLG-605L b","MOA-2013-BLG-605L",0.01020000,0.00120000,-0.00090000,"Mass",850.00000000,"MOA"
"OGLE-2012-BLG-0406L b","OGLE-2012-BLG-0406L",2.73000000,0.43000000,-0.43000000,"Mass",4970.00000000,"OGLE"
"KMT-2022-BLG-0440L b","KMT-2022-BLG-0440L",0.04845382,0.03020498,-0.02328300,"Mass",3500.00000000,"KMTNet"
"Kepler-1076 b","Kepler-1076",0.00137000,,,"M-R relationship",199.00000000,"Kepler"
"OGLE-2018-BLG-0383L b","OGLE-2018-BLG-0383L",0.02013665,0.01730494,-0.00880979,"Mass",7700.00000000,"OGLE"
"Kepler-1258 b","Kepler-1258",0.00178000,,,"M-R relationship",717.55500000,"Kepler"
"Kepler-87 c","Kepler-87",0.02000000,0.00300000,-0.00300000,"Mass",1232.90000000,"Kepler"
"HD 110067 e","HD 110067",0.01227077,,,"Mass",32.15850000,"Multiple Observatories"
"HD 110067 c","HD 110067",0.01982202,,,"Mass",32.15850000,"Multiple Observatories"
"HD 147018 c","HD 147018",6.56000000,0.32000000,-0.32000000,"Msini",40.42560000,"La Silla Observatory"
"Kepler-1896 b","Kepler-1896",0.03080000,,,"M-R relationship",1732.91000000,"Kepler"
"K2-401 b","K2-401",0.01810000,,,"M-R relationship",200.72700000,"K2"
"Kepler-1681 b","Kepler-1681",0.02220000,,,"M-R relationship",758.30000000,"Kepler"
"GJ 2126 b","GJ 2126",1.30000000,0.20000000,-0.10000000,"Msini",38.12900000,"La Silla Observatory"
"HD 1605 b","HD 1605",0.93400000,0.07900000,-0.07900000,"Msini",88.80470000,"Multiple Observatories"
"Kepler-139 d","Kepler-139",0.00629270,0.00629270,-0.00314635,"Mass",391.03800000,"Kepler"
"Kepler-1171 b","Kepler-1171",0.02230000,,,"M-R relationship",573.00000000,"Kepler"
"Kepler-336 d","Kepler-336",0.01950000,,,"M-R relationship",768.86000000,"Kepler"
"CoRoT-16 b","CoRoT-16",0.53500000,0.08500000,-0.08300000,"Mass",732.40900000,"CoRoT"
"KMT-2018-BLG-0030L b","KMT-2018-BLG-0030L",1.45000000,1.23000000,-0.88000000,"Mass",6480.00000000,"KMTNet"
"KMT-2022-BLG-1013L b","KMT-2022-BLG-1013L",0.31000000,0.46000000,-0.16000000,"Mass",7710.00000000,"KMTNet"
"alf Tau b","alf Tau",6.47000000,0.53000000,-0.53000000,"Msini",20.43320000,"Multiple Observatories"
"Kepler-1031 b","Kepler-1031",0.00186000,,,"M-R relationship",682.88200000,"Kepler"
"mu Leo b","mu Leo",2.40000000,0.40000000,-0.40000000,"Msini",32.60810000,"Bohyunsan Optical Astronomical Observatory"
"HD 60292 b","HD 60292",6.50000000,1.00000000,-1.00000000,"Msini",315.21100000,"Bohyunsan Optical Astronomical Observatory"
"HD 20794 d","HD 20794",0.01500000,0.00200000,-0.00200000,"Msin(i)/sin(i)",6.00278000,"La Silla Observatory"
"HD 39194 c","HD 39194",0.02356618,0.00157318,-0.00157318,"Msini",26.41310000,"La Silla Observatory"
"TOI-4377 b","TOI-4377",0.95700000,0.08900000,-0.08700000,"Mass",455.82000000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1533 b","Kepler-1533",0.03720000,,,"M-R relationship",966.80100000,"Kepler"
"TOI-2373 b","TOI-2373",9.30000000,0.20000000,-0.20000000,"Mass",508.68600000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-61 b","Kepler-61",0.01660000,,,"M-R relationship",335.07900000,"Kepler"
"Kepler-120 c","Kepler-120",0.00930000,,,"M-R relationship",388.63000000,"Kepler"
"Kepler-1403 b","Kepler-1403",0.01640000,,,"M-R relationship",2163.90000000,"Kepler"
"TOI-1994 b","TOI-1994",22.10000000,2.60000000,-2.50000000,"Mass",515.60300000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-2524 b","TOI-2524",0.64000000,0.04000000,-0.04000000,"Mass",438.84200000,"Transiting Exoplanet Survey Satellite (TESS)"
"KMT-2022-BLG-1790L b","KMT-2022-BLG-1790L",1.73000000,0.95000000,-0.89000000,"Mass",6480.00000000,"KMTNet"
"HD 108874 c","HD 108874",0.99000000,0.06000000,-0.06000000,"Msini",59.51750000,"W. M. Keck Observatory"
"HD 41004 A b","HD 41004 A",2.54000000,0.74000000,-0.74000000,"Msini",36.69117000,"La Silla Observatory"
"Kepler-118 c","Kepler-118",0.14400000,,,"M-R relationship",574.22800000,"Kepler"
"Kepler-822 b","Kepler-822",0.01190000,,,"M-R relationship",860.39100000,"Kepler"
"TOI-238 c","TOI-238",0.02108056,0.00346099,-0.00346099,"Mass",80.54070000,"Multiple Observatories"
"Kepler-608 b","Kepler-608",0.04050000,,,"M-R relationship",946.68300000,"Kepler"
"HD 181720 b","HD 181720",0.40000000,0.06000000,-0.06000000,"Msini",60.20460000,"La Silla Observatory"
"Kepler-388 c","Kepler-388",0.00178000,,,"M-R relationship",425.00000000,"Kepler"
"Kepler-900 b","Kepler-900",0.01570000,,,"M-R relationship",487.52500000,"Kepler"
"Kepler-666 b","Kepler-666",0.02000000,,,"M-R relationship",1508.71000000,"Kepler"
"HIP 91258 b","HIP 91258",1.09000000,0.21000000,-0.21000000,"Msini",45.88460000,"Haute-Provence Observatory"
"K2-22 b","K2-22",1.40000000,,,"Mass",243.83600000,"K2"
"Kepler-1606 b","Kepler-1606",0.01550000,,,"M-R relationship",831.28700000,"Kepler"
"HD 4917 b","HD 4917",1.61500000,0.09200000,-0.09200000,"Msini",204.27700000,"W. M. Keck Observatory"
"MOA-2012-BLG-505L b","MOA-2012-BLG-505L",0.02110000,0.03340000,-0.01100000,"Mass",7210.00000000,"MOA"
"KMT-2019-BLG-1715L b","KMT-2019-BLG-1715L",2.56000000,1.13000000,-1.16000000,"Mass",3860.00000000,"KMTNet"
"KMT-2021-BLG-2609L b","KMT-2021-BLG-2609L",0.03200000,0.04400000,-0.01800000,"Mass",7480.00000000,"KMTNet"
"Kepler-1946 b","Kepler-1946",0.02120000,,,"M-R relationship",1002.12000000,"Kepler"
"HD 142022 A b","HD 142022 A",4.51000000,0.91000000,-0.61000000,"Mass",34.28020000,"La Silla Observatory"
"2MASS J03590986+2009361 b","2MASS J03590986+2009361",18.00000000,1.00000000,-1.00000000,"Mass",117.43500000,"European Space Agency (ESA) Gaia Satellite"
"GJ 896 A b","GJ 896 A",2.26000000,0.57000000,-0.57000000,"Mass",6.26022000,"Very Long Baseline Array"
"Kepler-1461 b","Kepler-1461",0.01500000,,,"M-R relationship",679.10600000,"Kepler"
"HD 168009 b","HD 168009",0.03000000,0.00380000,-0.00370000,"Msini",23.30320000,"Multiple Observatories"
"Kepler-361 c","Kepler-361",0.02170000,,,"M-R relationship",930.32000000,"Kepler"
"Kepler-763 b","Kepler-763",0.00624000,,,"M-R relationship",962.45900000,"Kepler"
"HD 98736 b","HD 98736",2.33000000,0.78000000,-0.78000000,"Msini",32.44590000,"W. M. Keck Observatory"
"HD 34445 b","HD 34445",0.82000000,0.09000000,-0.09000000,"Msini",46.09070000,"W. M. Keck Observatory"
"GJ 3222 b","GJ 3222",0.03600000,0.01100000,-0.00600000,"Msini",18.23817000,"Multiple Observatories"
"KMT-2021-BLG-0322L b","KMT-2021-BLG-0322L",6.40000000,2.64000000,-2.78000000,"Mass",6600.00000000,"KMTNet"
"OGLE-2014-BLG-0221L b","OGLE-2014-BLG-0221L",4.35000000,1.65000000,-1.91000000,"Mass",3680.00000000,"OGLE"
"KMT-2016-BLG-2142L b","KMT-2016-BLG-2142L",15.49000000,24.99000000,-8.58000000,"Mass",7010.00000000,"KMTNet"
"KMT-2024-BLG-1044L b","KMT-2024-BLG-1044L",0.02438423,0.03785061,-0.01271126,"Mass",7140.00000000,"KMTNet"
"Kepler-340 b","Kepler-340",0.02180000,,,"M-R relationship",808.76200000,"Kepler"
"TOI-544 c","TOI-544",0.06764657,0.00629270,-0.00629270,"Msini",41.11660000,"La Silla Observatory"
"Kepler-311 d","Kepler-311",0.01530000,,,"M-R relationship",778.65400000,"Kepler"
"BD+48 738 b","BD+48 738",0.91000000,,,"Msini",871.49300000,"McDonald Observatory"
"Kepler-1307 b","Kepler-1307",0.02100000,,,"M-R relationship",1014.62000000,"Kepler"
"HAT-P-55 b","HAT-P-55",0.59600000,0.07300000,-0.07200000,"Mass",511.38800000,"HATNet"
"HAT-P-65 b","HAT-P-65",0.55400000,0.09200000,-0.09100000,"Mass",738.51900000,"HATNet"
"Kepler-326 c","Kepler-326",0.05500000,0.04800000,-0.03400000,"Mass",487.67500000,"Kepler"
"WASP-5 b","WASP-5",1.58000000,0.13000000,-0.10000000,"Mass",309.13700000,"SuperWASP"
"HD 48265 b","HD 48265",7.40000000,3.70000000,-3.90000000,"Mass",90.54460000,"Las Campanas Observatory"
"WASP-100 b","WASP-100",1.26000000,0.45000000,-0.45000000,"Mass",364.41100000,"SuperWASP"
"HD 20794 e","HD 20794",0.01500802,0.00302048,-0.00270585,"Msini",6.00278000,"La Silla Observatory"
"OGLE-2014-BLG-0319L b","OGLE-2014-BLG-0319L",0.57000000,0.36000000,-0.31000000,"Mass",7730.00000000,"OGLE"
"KMT-2019-BLG-0371L b","KMT-2019-BLG-0371L",7.70000000,11.34000000,-3.90000000,"Mass",7010.00000000,"KMTNet"
