PSRJ,r_PSRJ,RAJ2000,DEJ2000,Plx,e_Plx,r_Plx,P0,e_P0,r_P0,DM,e_DM,r_DM,S400,e_S400,r_S400,Dist,DistDM,r_DistDM,Age,Edot
 , ,"h:m:s","d:m:s",mas,mas, ,s,s, ,pc/cm3,pc/cm3, ,mJy,mJy, ,kpc,kpc, ,yr,10-7W
------------,-------,-----------,-----------,------,------,-------,-----------------,--------,-------,-----------,-------,-------,-------,--------,------,-----,-----,----,-------------,--------
J1255-6131  ,kbm+03 ,12 55 54.86,-61 31 10.1,      ,      ,       , 0.65797363034000, 3.0e-11,kbm+03 , 206.500000,  2e+00,kbm+03 ,       ,        ,      , 7.36, 7.36,tc93,    2610000.0, 5.5e+32
J1255-62    ,ncb+15 ,12 55 18.00,-62 48 00.0,      ,      ,       , 0.18291150816000, 3.0e-11,ncb+15 , 713.000000,  4e+00,ncb+15 ,       ,        ,      ,30.00,30.00,tc93,             ,
J1257-1027  ,dtws85 ,12 57 04.77,-10 27 05.8,      ,      ,       , 0.61730766999550, 8.0e-13,hlk+04 ,  29.634000,  9e-03,hlk+04 ,  12.00,  1.0000,lylg95, 2.22, 2.22,tc93,   27000000.0, 6.1e+31
J1259-6741  ,mlt+78 ,12 59 22.70,-67 41 40.0,      ,      ,       , 0.66332904940000, 3.0e-10,nmc81  ,  94.700000,  9e-01,hfs+04 ,   4.50,        ,tml93 , 2.72, 2.72,tc93,    8710000.0, 1.6e+32
J1300+1240  ,wol90a ,13 00 03.58,+12 40 56.5, 1.300, 0.400,wdk+00 , 0.00621853194840, 3.0e-17,kw03   ,  10.165500,  3e-05,kw03   ,  20.00,        ,wf92  , 0.60, 0.62,tc93,  862000000.0, 1.9e+34
J1301+0833  ,rap+12 ,13 01 38.26,+08 33 57.5,      ,      ,       , 0.00184000000000,        ,rap+12 ,  13.200000,       ,rap+12 ,       ,        ,      , 0.91, 0.91,tc93,             ,
J1301-6305  ,mlc+01 ,13 01 45.76,-63 05 33.9,      ,      ,       , 0.18452809509000, 6.0e-11,mlc+01 , 374.000000,  3e+00,mlc+01 ,       ,        ,      ,15.84,15.84,tc93,      11000.0, 1.7e+36
J1301-6310  ,kbm+03 ,13 01 28.30,-63 10 40.5,      ,      ,       , 0.66382964770000, 4.0e-11,kbm+03 ,  86.100000,  1e+00,kbm+03 ,       ,        ,      , 2.06, 2.06,tc93,     186000.0, 7.6e+33
J1302-32    ,hrm+11 ,13 02 00.00,-32 00 00.0,      ,      ,       , 0.00377000000000,        ,hrm+11 ,  26.200000,       ,hrm+11 ,   0.50,        ,hrm+11, 1.86, 1.86,tc93,             ,
J1302-63    ,nj98   ,13 02 04.00,-63 44 53.0,      ,      ,       , 0.32572433000000, 1.0e-08,nj98   , 875.000000,  1e+01,nj98   ,       ,        ,      ,30.00,30.00,tc93,             ,
J1302-6313  ,kbm+03 ,13 02 19.20,-63 13 29.0,      ,      ,       , 0.96784621290000, 4.0e-10,kbm+03 , 500.000000,  2e+01,kbm+03 ,       ,        ,      ,28.06,28.06,tc93,    2420000.0, 2.8e+32
J1302-6350  ,jlm+92 ,13 02 47.64,-63 50 08.7,      ,      ,       , 0.04776250750000, 4.0e-10,sjm14  , 146.720000,  3e-02,mjl+95 ,       ,        ,      , 2.30, 4.60,tc93,     332000.0, 8.3e+35
J1303-6305  ,mlc+01 ,13 03 00.02,-63 05 00.8,      ,      ,       , 2.30664155390000, 4.0e-10,mlc+01 , 343.000000,  3e+00,mlc+01 ,       ,        ,      ,13.62,13.62,tc93,   16800000.0, 7.0e+30
J1305-6203  ,mlc+01 ,13 05 20.90,-62 03 21.6,      ,      ,       , 0.42776184224000, 8.0e-11,mlc+01 , 470.000000,  2e+00,mlc+01 ,       ,        ,      ,24.07,24.07,tc93,     211000.0, 1.6e+34
J1305-6256  ,mlc+01 ,13 05 28.00,-62 56 39.0,      ,      ,       , 0.47823093284000, 1.2e-10,mlc+01 , 967.000000,  3e+00,mlc+01 ,       ,        ,      ,30.00,30.00,tc93,    3590000.0, 7.6e+32
J1305-6455  ,mlt+78 ,13 05 23.70,-64 55 26.3,      ,      ,       , 0.57164694440000, 4.0e-10,nmc81  , 505.000000,  3e-01,hfs+04 ,  29.00,        ,tml93 ,30.00,30.00,tc93,    2250000.0, 8.5e+32
J1305-66    ,kek+13 ,13 05 36.00,-66 39 00.0,      ,      ,       , 0.19727630000000, 2.0e-07,kek+13 , 316.100000,       ,kek+13 ,       ,        ,      ,26.41,26.41,tc93,             ,
J1306-6242  ,kbm+03 ,13 06 44.60,-62 42 03.0,      ,      ,       , 0.98190211848000, 9.0e-11,kbm+03 , 480.000000,  6e+00,kbm+03 ,       ,        ,      ,22.63,22.63,tc93,    2650000.0, 2.4e+32
J1306-6617  ,jlm+92 ,13 06 38.19,-66 17 21.8,      ,      ,       , 0.47302647068900, 7.0e-12,jml+95 , 436.900000,  2e-01,jml+95 ,       ,        ,      ,29.16,29.16,tc93,    1250000.0, 2.2e+33
J1307-6318  ,mlc+01 ,13 07 54.70,-63 18 35.0,      ,      ,       , 4.96242725250000, 2.0e-09,mlc+01 , 374.000000,  8e+00,mlc+01 ,       ,        ,      ,14.45,14.45,tc93,    3720000.0, 6.8e+30
J1307-67    ,kkl+11 ,13 07 41.00,-67 03 27.0,      ,      ,       , 3.65120000000000, 8.0e-05,bbj+11 ,  44.000000,  2e+00,kkl+11 ,       ,        ,      , 1.64, 1.64,tc93,             ,
J1308+2127  ,hhss02 ,13 08 48.27,+21 27 06.8,      ,      ,       ,10.31252206000000, 2.0e-08,kv05a  ,           ,       ,       ,       ,        ,      ,     ,     ,    ,    1460000.0, 4.0e+30
J1308-4650  ,jbo+09 ,13 08 44.59,-46 50 29.7,      ,      ,       , 1.05883304424000, 3.0e-11,jbo+09 ,  66.000000,  1e+01,jbo+09 ,       ,        ,      , 4.91, 4.91,tc93,   31900000.0, 1.7e+31
J1308-5844  ,lfl+06 ,13 08 21.08,-58 44 13.8,      ,      ,       , 0.46469974880000, 7.0e-10,lfl+06 , 205.600000,  1e+00,lfl+06 ,       ,        ,      , 8.86, 8.86,tc93,     852000.0, 3.4e+33
J1309-6415  ,mlc+01 ,13 09 16.60,-64 15 59.0,      ,      ,       , 0.61945355680000, 3.0e-10,mlc+01 , 574.000000,  5e+00,mlc+01 ,       ,        ,      ,30.00,30.00,tc93,    1120000.0, 1.5e+33
J1309-6526  ,kbm+03 ,13 09 00.29,-65 26 16.6,      ,      ,       , 0.39829216278500, 2.0e-11,kbm+03 , 340.000000,  4e+00,kbm+03 ,       ,        ,      ,19.94,19.94,tc93,  343000000.0, 1.1e+31
J1311-1228  ,dtws85 ,13 11 52.65,-12 28 01.6,      ,      ,       , 0.44751771123180, 7.0e-13,hlk+04 ,  36.214000,  8e-03,hlk+04 ,   4.00,  0.3000,lylg95, 2.30, 2.30,tc93,   47000000.0, 6.6e+31
J1311-3430  ,pgf+12 ,13 11 45.72,-34 30 30.3,      ,      ,       , 0.00256037103167, 3.0e-16,pgf+12 ,  37.840000,  3e-01,rrc+13 ,       ,        ,      , 3.72, 3.72,tc93, 1940000000.0, 4.9e+34
J1312+0051  ,rap+12 ,13 12 00.00,+00 51 00.0,      ,      ,       , 0.00423000000000,        ,rap+12 ,  15.300000,       ,rap+12 ,       ,        ,      , 1.15, 1.15,tc93,             ,
J1312+1810  ,kapw91 ,13 12 55.00,+18 10 00.0,      ,      ,       , 0.03316316600000, 3.0e-09,kapw91 ,  24.000000,  2e+00,kapw91 ,   1.00,        ,kapw91,17.20, 1.78,tc93,             ,
J1312-5402  ,mlt+78 ,13 12 04.60,-54 02 42.0,      ,      ,       , 0.72815421730000, 3.0e-10,nmc81  , 133.000000,  2e+00,nmc81  ,  15.00,        ,tml93 , 9.65, 9.65,tc93,   78000000.0, 1.5e+31
J1312-5516  ,mlt+78 ,13 12 53.83,-55 16 47.1,      ,      ,       , 0.84923568480000, 4.0e-10,nmc81  , 134.100000,  2e+00,nmc81  ,  16.00,        ,tml93 , 6.75, 6.75,tc93,    2360000.0, 3.7e+32
J1312-6400  ,mlc+01 ,13 12 07.16,-64 00 55.6,      ,      ,       , 2.43743249609000, 1.1e-10,mlc+01 ,  93.000000,  1e+00,mlc+01 ,       ,        ,      , 2.21, 2.21,tc93,   56500000.0, 1.9e+30
J1313+0931  ,lzb+00 ,13 13 23.00,+09 31 56.0,      ,      ,       , 0.84893275073000, 2.0e-11,lzb+00 ,  12.000000,  1e-01,lzb+00 ,   3.50,  0.1000,lzb+00, 0.78, 0.78,tc93,   16800000.0, 5.2e+31
J1314-6101  ,kbm+03 ,13 14 23.40,-61 01 16.0,      ,      ,       , 2.94838960380000, 1.5e-09,kbm+03 , 309.000000,  1e+01,kbm+03 ,       ,        ,      , 9.60, 9.60,tc93,    3990000.0, 1.8e+31
J1316-6232  ,cmk01  ,13 16 46.30,-62 32 12.2,      ,      ,       , 0.34282539844000, 6.0e-11,cmk01  , 983.300000,  5e-01,hfs+04 ,       ,        ,      ,30.00,30.00,tc93,    1030000.0, 5.2e+33
J1317-5759  ,mll+06 ,13 17 46.29,-57 59 30.5,      ,      ,       , 2.64219851320000, 5.0e-11,mlk+09 , 145.300000,  3e-01,mlk+09 ,       ,        ,      , 5.55, 5.55,tc93,    3330000.0, 2.7e+31
J1317-6302  ,mlc+01 ,13 17 44.69,-63 02 52.2,      ,      ,       , 0.26127055606000, 3.0e-11,mlc+01 , 678.100000,  1e+00,mlc+01 ,       ,        ,      ,30.00,30.00,tc93,   40400000.0, 2.3e+32
J1319-6056  ,jlm+92 ,13 19 20.29,-60 56 46.7,      ,      ,       , 0.28435139304100, 6.0e-12,jml+95 , 400.940000,  4e-02,jml+95 ,       ,        ,      ,12.64,12.64,tc93,    2950000.0, 2.6e+33
J1319-6105  ,kbm+03 ,13 19 26.32,-61 05 26.2,      ,      ,       , 0.42111811424900, 6.0e-12,kbm+03 , 442.200000,  5e-01,kbm+03 ,       ,        ,      ,14.88,14.88,tc93,    4440000.0, 7.9e+32
J1320-3512  ,mld+96 ,13 20 12.68,-35 12 26.0,      ,      ,       , 0.45848840672000, 7.0e-11,dsb+98 ,  16.420000,  1e-01,dsb+98 ,   7.00,        ,mld+96, 0.93, 0.93,tc93, 3820000000.0, 7.8e+29
J1320-5359  ,mlt+78 ,13 20 53.92,-53 59 06.4,      ,      ,       , 0.27972914724400, 4.0e-12,smd93  ,  97.600000,  6e-01,nmc81  ,  18.00,        ,tml93 , 4.23, 4.23,tc93,     479000.0, 1.7e+34
J1320+67    ,slr+14 ,13 20 00.00,+67 30 00.0,      ,      ,       , 1.02862000000000, 3.5e-05,slr+14 ,  28.000000,  2e+00,slr+14 ,   1.40,        ,slr+14, 2.33, 2.33,tc93,             ,
J1321-5922  ,kel+09 ,13 21 39.56,-59 22 52.1,      ,      ,       , 1.27905759523000, 7.0e-11,kel+09 , 383.000000,  2e+00,kel+09 ,       ,        ,      ,30.00,30.00,tc93,    8550000.0, 4.5e+31
J1321+8323  ,dbtb82 ,13 21 46.18,+83 23 38.9,      ,      ,       , 0.67003741838600, 3.0e-12,hlk+04 ,  13.312000,  2e-02,hlk+04 ,  22.40,        ,slr+14, 0.77, 0.77,tc93,   18700000.0, 7.4e+31
J1322-62    ,kek+13 ,13 22 54.00,-62 51 00.0,      ,      ,       , 1.04485100000000, 4.0e-06,kek+13 , 733.600000,       ,kek+13 ,       ,        ,      ,30.00,30.00,tc93,             ,
J1322-6241  ,mlc+01 ,13 22 32.15,-62 41 53.5,      ,      ,       , 0.50605841373000, 5.0e-11,mlc+01 , 618.800000,  2e+00,mlc+01 ,       ,        ,      ,19.91,19.91,tc93,    3100000.0, 7.9e+32
J1322-6329  ,kbm+03 ,13 22 18.00,-63 29 37.0,      ,      ,       , 2.76420942080000, 5.0e-10,kbm+03 , 659.000000,  9e+00,kbm+03 ,       ,        ,      ,30.00,30.00,tc93,    3950000.0, 2.1e+31
J1324-6146  ,kbm+03 ,13 24 43.90,-61 46 00.0,      ,      ,       , 0.84410857530000, 3.0e-10,kbm+03 , 828.000000,  9e+00,kbm+03 ,       ,        ,      ,30.00,30.00,tc93,    2400000.0, 3.7e+32
J1324-6302  ,kbm+03 ,13 24 13.65,-63 02 21.1,      ,      ,       , 2.48380369300000, 1.0e-10,kbm+03 , 497.000000,  5e+00,kbm+03 ,       ,        ,      ,11.03,11.03,tc93,   40200000.0, 2.5e+30
J1326-5859  ,mlt+78 ,13 26 58.27,-58 59 29.1,      ,      ,       , 0.47799086689000, 3.0e-11,dmk+93 , 287.300000,  1e-01,hfs+04 , 120.00,        ,tml93 , 3.00, 9.38,tc93,    2340000.0, 1.2e+33
J1326-6408  ,mlt+78 ,13 26 32.60,-64 08 44.0,      ,      ,       , 0.79267010730000, 5.0e-10,nmc81  , 502.700000,  4e-01,hfs+04 ,  18.00,        ,tml93 ,15.70,15.70,tc93,    4050000.0, 2.5e+32
J1326-6700  ,mlt+78 ,13 26 03.20,-67 00 51.0,      ,      ,       , 0.54300857920000, 5.0e-10,nmc81  , 209.600000,  3e-01,hfs+04 ,  28.00,        ,tml93 , 8.50, 8.50,tc93,    1620000.0, 1.3e+33
J1327-0755  ,blr+13 ,13 27 57.59,-07 55 29.8,      ,      ,       , 0.00267792319712, 2.0e-16,blr+13 ,  27.912150,  6e-05,blr+13 ,       ,        ,      , 2.17, 2.17,tc93, 2390000000.0, 3.6e+34
J1327-6222  ,kac+73 ,13 27 17.40,-62 22 44.6,      ,      ,       , 0.52991319210000, 1.0e-11,dmk+93 , 318.800000,  6e-02,hfs+04 , 135.00,        ,tml93 , 4.00, 6.62,tc93,     445000.0, 5.0e+33
J1327-6301  ,jlm+92 ,13 27 07.47,-63 01 15.4,      ,      ,       , 0.19647866418300, 3.0e-12,jml+95 , 294.910000,  3e-02,jml+95 ,       ,        ,      , 6.50, 6.50,tc93,    2040000.0, 8.0e+33
J1327-6400  ,mlc+01 ,13 27 10.27,-64 00 13.1,      ,      ,       , 0.28067797416800, 1.3e-11,mlc+01 , 680.900000,  1e+00,mlc+01 ,       ,        ,      ,30.00,30.00,tc93,     143000.0, 5.6e+34
J1328-4357  ,mlt+78 ,13 28 06.43,-43 57 44.1,      ,      ,       , 0.53269880337000, 1.3e-10,nmc81  ,  42.000000,  1e+00,nmc81  ,  18.00,        ,tml93 , 2.29, 2.29,tc93,    2800000.0, 7.9e+32
J1328-4921  ,mlt+78 ,13 28 33.58,-49 21 33.4,      ,      ,       , 1.47872135590000, 4.0e-10,nmc81  , 118.000000,  2e+00,nmc81  ,  11.00,        ,tml93 , 7.78, 7.78,tc93,   38400000.0, 7.4e+30
J1329-6158  ,kbm+03 ,13 29 03.30,-61 58 59.0,      ,      ,       , 1.56521796380000, 8.0e-10,kbm+03 , 514.000000,  1e+01,kbm+03 ,       ,        ,      , 8.11, 8.11,tc93,     732000.0, 3.5e+32
J1331-5245  ,kjv+10 ,13 31 00.01,-52 45 25.4,      ,      ,       , 0.64811664710000, 2.0e-10,bbb+12 , 148.400000,  3e-01,bbb+12 ,       ,        ,      ,10.50,10.50,tc93,   20100000.0, 7.4e+31
J1332-03    ,kkl+15 ,13 32 00.00,-03 26 00.0,      ,      ,       , 1.10640000000000, 5.0e-05,kkl+15 ,  27.100000,  2e-01,kkl+15 ,       ,        ,      , 2.07, 2.07,tc93,             ,
J1332-3032  ,lml+98 ,13 32 52.48,-30 32 17.3,      ,      ,       , 0.65043449064700, 1.7e-11,hlk+04 ,  15.100000,  2e-01,hlk+04 ,   9.00,        ,lml+98, 0.87, 0.87,tc93,   18400000.0, 8.0e+31
J1333-4449  ,jbo+09 ,13 33 44.83,-44 49 26.2,      ,      ,       , 0.34560294859400, 3.0e-12,jbo+09 ,  44.300000,  2e+00,jbo+09 ,       ,        ,      , 2.32, 2.32,tc93,10100000000.0, 5.2e+29
J1334-5839  ,mld+96 ,13 34 30.11,-58 39 16.5,      ,      ,       , 0.10771821592340, 2.0e-13,dsb+98 , 119.297800,  9e-04,dsb+98 ,  18.00,        ,mld+96, 3.89, 3.89,tc93,   79000000.0, 6.8e+32
J1335-3642  ,mld+96 ,13 35 36.00,-36 42 00.0,      ,      ,       , 0.39919200000000, 3.0e-06,mld+96 ,  41.700000,  3e-01,dsb+98 ,  10.00,        ,mld+96, 4.11, 4.11,tc93,             ,
J1337-6306  ,hfs+04 ,13 37 20.35,-63 06 23.3,      ,      ,       , 0.20795301218900, 4.0e-12,hfs+04 , 777.700000,  2e+00,hfs+04 ,       ,        ,      ,16.01,16.01,tc93,    9260000.0, 1.6e+33
J1337-6423  ,kjb+12 ,13 37 31.88,-64 23 04.9,      ,      ,       , 0.00942340671780, 1.7e-14,nbb+14 , 259.200000,  1e+00,nbb+14 ,       ,        ,      , 6.30, 6.30,tc93, 6050000000.0, 1.2e+33
J1338-6204  ,jlm+92 ,13 38 09.35,-62 04 18.7,      ,      ,       , 1.23898957650000, 4.0e-11,jml+95 , 640.300000,  7e-01,hfs+04 ,       ,        ,      , 8.16, 8.16,tc93,    1420000.0, 2.9e+32
J1339-4712  ,jbo+09 ,13 39 56.59,-47 12 05.5,      ,      ,       , 0.13705465793320, 4.0e-13,jbo+09 ,  39.900000,  6e-01,jbo+09 ,       ,        ,      , 1.77, 1.77,tc93, 4100000000.0, 8.1e+30
J1339-6618  ,kbm+03 ,13 39 56.60,-66 18 07.8,      ,      ,       , 0.55817922185000, 5.0e-11,kbm+03 , 241.000000,  3e+00,kbm+03 ,       ,        ,      , 7.62, 7.62,tc93,   25300000.0, 7.9e+31
J1340-6456  ,mlt+78 ,13 40 00.32,-64 56 42.9,      ,      ,       , 0.37862206628000, 4.0e-11,nmc81  ,  76.990000,  1e-01,hfs+04 ,   9.00,        ,tml93 , 1.92, 1.92,tc93,    1190000.0, 3.7e+33
J1341-6023  ,mlc+01 ,13 41 07.37,-60 23 34.7,      ,      ,       , 0.62728536587000, 1.6e-11,mlc+01 , 364.600000,  9e-01,mlc+01 ,       ,        ,      , 7.03, 7.03,tc93,     511000.0, 3.1e+33
J1341-6220  ,mdt85  ,13 41 42.63,-62 20 20.7,      ,      ,       , 0.19333974630600, 1.9e-11,wmp+00 , 717.300000,  6e-01,wmp+00 ,       ,        ,      , 8.55, 8.55,tc93,      12100.0, 1.4e+36
J1342+2822A ,hrs+07 ,13 42 11.00,+28 22 32.0,      ,      ,       , 0.00254500000000, 1.0e-06,hrs+07 ,  26.500000,  1e-01,hrs+07 ,       ,        ,      , 9.90, 1.80,tc93,             ,
J1342+2822B ,hrs+07 ,13 42 11.09,+28 22 40.1,      ,      ,       , 0.00238942075779, 1.0e-15,hrs+07 ,  26.148000,  2e-03,hrs+07 ,       ,        ,      , 9.90, 1.80,tc93, 2040000000.0, 5.4e+34
J1342+2822C ,hrs+07 ,13 42 11.00,+28 22 32.0,      ,      ,       , 0.00216600000000, 1.0e-06,hrs+07 ,  26.500000,  1e-01,hrs+07 ,       ,        ,      , 9.90, 1.80,tc93,             ,
J1342+2822D ,hrs+07 ,13 42 10.20,+28 22 36.0,      ,      ,       , 0.00544297516000, 6.0e-11,hrs+07 ,  26.358000,  2e-02,hrs+07 ,       ,        ,      , 9.90, 1.80,tc93,             ,
J1344-6059  ,kbm+03 ,13 44 39.60,-60 59 31.0,      ,      ,       , 0.54010232140000, 6.0e-11,kbm+03 , 435.000000,  7e+00,kbm+03 ,       ,        ,      , 7.17, 7.17,tc93,  199000000.0, 1.1e+31
J1345-6115  ,mlc+01 ,13 45 44.43,-61 15 30.6,      ,      ,       , 1.25308459010000, 1.8e-10,mlc+01 , 278.100000,  2e+00,mlc+01 ,       ,        ,      , 5.87, 5.87,tc93,    6110000.0, 6.5e+31
J1346-4918  ,bbb+12 ,13 46 22.35,-49 18 07.2,      ,      ,       , 0.29962510680000, 2.0e-10,bbb+12 ,  74.420000,  7e-02,bbb+12 ,       ,        ,      , 3.90, 3.90,tc93,  136000000.0, 5.1e+31
J1347-5947  ,mlc+01 ,13 47 19.38,-59 47 39.8,      ,      ,       , 0.60996175430400, 1.5e-11,mlc+01 , 293.400000,  5e-01,mlc+01 ,       ,        ,      , 6.54, 6.54,tc93,     682000.0, 2.5e+33
J1348-6307  ,mlc+01 ,13 48 42.40,-63 07 04.0,      ,      ,       , 0.92777223890000, 3.0e-10,mlc+01 , 597.000000,  3e+00,mlc+01 ,       ,        ,      , 8.18, 8.18,tc93,    3880000.0, 1.9e+32
J1349-6130  ,mlc+01 ,13 49 36.65,-61 30 17.1,      ,      ,       , 0.25936286007300, 9.0e-12,mlc+01 , 284.600000,  4e-01,mlc+01 ,       ,        ,      , 5.82, 5.82,tc93,     802000.0, 1.2e+34
J1349-63    ,ncb+15 ,13 49 18.00,-63 56 00.0,      ,      ,       , 0.37303400000000, 1.0e-07,ncb+15 , 478.000000,  3e+00,ncb+15 ,       ,        ,      , 8.04, 8.04,tc93,             ,
J1350-5115  ,lml+98 ,13 50 16.12,-51 15 24.8,      ,      ,       , 0.29569917630000, 3.0e-11,dsb+98 ,  90.388000,  8e-03,dsb+98 ,   9.00,        ,lml+98, 4.52, 4.52,tc93,    6230000.0, 1.1e+33
J1352-6803  ,ebvb01 ,13 52 34.45,-68 03 37.1,      ,      ,       , 0.62890254638000, 1.6e-11,ebvb01 , 214.600000,  2e-01,ebvb01 ,       ,        ,      ,14.24,14.24,tc93,    8070000.0, 2.0e+32
J1354-6249  ,kbm+03 ,13 54 35.00,-62 49 30.0,      ,      ,       , 2.95193833400000, 3.0e-09,kbm+03 , 254.000000,  2e+01,kbm+03 ,       ,        ,      , 5.62, 5.62,tc93,    3160000.0, 2.3e+31
J1355-5153  ,mlt+78 ,13 55 58.68,-51 53 53.8,      ,      ,       , 0.64430109622000, 8.0e-11,nmc81  , 112.100000,  4e-01,nmc81  ,  12.00,        ,tml93 , 6.47, 6.47,tc93,    3630000.0, 4.2e+32
J1355-5747  ,lfl+06 ,13 55 36.95,-57 47 15.0,      ,      ,       , 2.03867382540000, 4.0e-10,lfl+06 , 229.000000,  3e+00,lfl+06 ,       ,        ,      , 7.58, 7.58,tc93,   45200000.0, 3.3e+30
J1355-5925  ,kbm+03 ,13 55 59.11,-59 25 00.9,      ,      ,       , 1.21338122674000, 5.0e-11,kbm+03 , 354.800000,  9e-01,kbm+03 ,       ,        ,      , 8.43, 8.43,tc93,    3210000.0, 1.3e+32
J1355-6206  ,kbm+03 ,13 55 21.34,-62 06 20.1,      ,      ,       , 0.27660304315000, 1.0e-11,kbm+03 , 547.000000,  3e+00,kbm+03 ,       ,        ,      , 7.95, 7.95,tc93, 1410000000.0, 5.8e+30
J1356-5521  ,mld+96 ,13 56 50.56,-55 21 13.0,      ,      ,       , 0.50737956669600, 6.0e-12,dsb+98 , 174.172000,  6e-03,dsb+98 ,  12.00,        ,mld+96, 8.75, 8.75,tc93,   11100000.0, 2.2e+32
J1357-62    ,kac+73 ,13 57 25.00,-62 28 00.0,      ,      ,       , 0.45576100000000, 1.0e-06,jlm+92 , 416.800000,  4e-01,hfs+04 ,       ,        ,      , 6.94, 6.94,tc93,             ,
J1357-6429  ,lfl+06 ,13 57 02.43,-64 29 30.2,      ,      ,       , 0.16610832750700, 1.4e-11,lfl+06 , 128.500000,  7e-01,lfl+06 ,       ,        ,      , 4.09, 4.09,tc93,       7310.0, 3.1e+36
J1358-2533  ,mld+96 ,13 58 42.00,-25 33 00.0,      ,      ,       , 0.91297100000000, 1.0e-06,dsb+98 ,  31.270000,  1e-02,dsb+98 ,   6.00,        ,mld+96, 3.08, 3.08,tc93,             ,
J1359-6038  ,mlt+78 ,13 59 58.22,-60 38 08.0,      ,      ,       , 0.12750077685000, 3.0e-11,nmc81  , 293.710000,  1e-01,hfs+04 , 105.00,        ,tml93 , 5.00, 5.90,tc93,     319000.0, 1.2e+35
J1400-1438  ,rsm+13 ,14 00 30.34,-14 38 14.4,      ,      ,       , 0.00308423320070, 2.0e-13,rsm+13 ,   4.928000,  3e-03,rsm+13 ,       ,        ,      , 0.27, 0.27,tc93,             ,
J1400-6325  ,rmg+10 ,14 00 45.69,-63 25 42.6,      ,      ,       , 0.03118160110000, 3.0e-10,rmg+10 , 563.000000,  4e+00,rmg+10 ,       ,        ,      , 7.00, 9.43,tc93,      12700.0, 5.1e+37
J1401-6357  ,mlt+78 ,14 01 52.48,-63 57 45.5,      ,      ,       , 0.84278963237000, 1.4e-11,smd93  ,  98.000000,  5e-01,nmc81  ,  34.00,        ,tml93 , 1.80, 2.60,tc93,     798000.0, 1.1e+33
J1402-5124  ,vl70   ,14 02 57.00,-51 24 00.0,      ,      ,       , 1.38017700000000, 5.0e-06,mlt+78 ,  39.000000,  5e+00,mlt+78 ,  10.00,        ,mlt+78, 1.52, 1.52,tc93,             ,
J1403-6310  ,kbm+03 ,14 03 14.00,-63 10 27.0,      ,      ,       , 0.39917017693000, 5.0e-11,kbm+03 , 305.000000,  3e+00,kbm+03 ,       ,        ,      , 6.14, 6.14,tc93,   70300000.0, 5.6e+31
J1403-7646  ,lml+98 ,14 03 04.10,-76 46 57.5,      ,      ,       , 1.30619781200000, 8.0e-10,ebvb01 , 100.600000,  1e-01,dsb+98 ,   4.00,        ,lml+98, 7.03, 7.03,tc93,   17200000.0, 2.1e+31
J1404+12    ,cha03  ,14 04 40.00,+12 03 00.0,      ,      ,       , 2.65027000000000,        ,cha03  ,  25.000000,       ,cha03  ,   3.00,        ,cha03 , 1.90, 1.90,tc93,             ,
J1405-4656  ,btb+15 ,14 05 21.43,-46 56 02.3,      ,      ,       , 0.00760220343251, 1.0e-14,btb+15 ,  13.884000,  3e-03,btb+15 ,       ,        ,      , 0.74, 0.74,tc93, 4320000000.0, 2.5e+33
J1405-5641  ,lfl+06 ,14 05 12.41,-56 41 24.2,      ,      ,       , 0.61757468514000, 4.0e-11,lfl+06 , 273.000000,  3e+00,lfl+06 ,       ,        ,      ,21.30,21.30,tc93,    8170000.0, 2.0e+32
J1406-5806  ,kbm+03 ,14 06 01.20,-58 06 32.0,      ,      ,       , 0.28834924425000, 5.0e-11,kbm+03 , 229.000000,  3e+00,kbm+03 ,       ,        ,      , 6.73, 6.73,tc93,    7480000.0, 1.0e+33
J1406-6121  ,mlc+01 ,14 06 50.04,-61 21 27.9,      ,      ,       , 0.21307465377600, 1.4e-11,mlc+01 , 542.300000,  2e+00,mlc+01 ,       ,        ,      , 9.11, 9.11,tc93,      61700.0, 2.2e+35
J1407-6048  ,mlc+01 ,14 07 58.64,-60 48 58.8,      ,      ,       , 0.49234420664000, 5.0e-11,mlc+01 , 575.200000,  2e+00,mlc+01 ,       ,        ,      , 9.70, 9.70,tc93,    2470000.0, 1.0e+33
J1407-6153  ,mlc+01 ,14 07 56.50,-61 53 59.0,      ,      ,       , 0.70161494920000, 3.0e-10,mlc+01 , 645.000000,  9e+00,mlc+01 ,       ,        ,      , 9.75, 9.75,tc93,    1260000.0, 1.0e+33
J1409-6953  ,bbb+12 ,14 09 16.90,-69 53 34.4,      ,      ,       , 0.52859077920000, 3.0e-10,bbb+12 , 163.000000,  2e+00,bbb+12 ,       ,        ,      ,12.60,12.60,tc93,    9970000.0, 2.2e+32
J1410-6132  ,ojk+08 ,14 10 24.00,-61 32 00.0,      ,      ,       , 0.05005194620000,        ,ojk+08 , 960.000000,  1e+01,ojk+08 ,       ,        ,      ,30.00,30.00,tc93,      24800.0, 1.0e+37
J1410-7404  ,eb01b  ,14 10 07.37,-74 04 53.3,      ,      ,       , 0.27872944362710, 1.5e-12,eb01b  ,  54.240000,  6e-02,eb01b  ,       ,        ,      , 2.15, 2.15,tc93,  655000000.0, 1.2e+31
