PSRJ,r_PSRJ,RAJ2000,DEJ2000,Plx,e_Plx,r_Plx,P0,e_P0,r_P0,DM,e_DM,r_DM,S400,e_S400,r_S400,Dist,DistDM,r_DistDM,Age,Edot
 , ,"h:m:s","d:m:s",mas,mas, ,s,s, ,pc/cm3,pc/cm3, ,mJy,mJy, ,kpc,kpc, ,yr,10-7W
------------,-------,-----------,-----------,------,------,-------,-----------------,--------,-------,-----------,-------,-------,-------,--------,------,-----,-----,----,-------------,--------
J1116-4122  ,mlt+78 ,11 16 43.09,-41 22 44.0,      ,      ,       , 0.94315788284300, 7.0e-12,antt94 ,  40.530000,  3e-02,antt94 ,  26.00,        ,tml93 , 2.68, 2.68,tc93,    1880000.0, 3.7e+32
J1117-6154  ,kbm+03 ,11 17 23.81,-61 54 22.0,      ,      ,       , 0.50509714918000, 5.0e-11,kbm+03 , 493.600000,  9e-01,kbm+03 ,       ,        ,      ,22.38,22.38,tc93,     640000.0, 3.8e+33
J1117-6447  ,kbm+03 ,11 17 45.00,-64 47 58.0,      ,      ,       , 1.15527196040000, 3.0e-10,kbm+03 , 303.000000,  6e+00,kbm+03 ,       ,        ,      ,27.12,27.12,tc93,   76300000.0, 6.1e+30
J1119-6127  ,ckl+00 ,11 19 14.30,-61 27 49.5,      ,      ,       , 0.40796298356000, 9.0e-11,wje11  , 707.400000,  1e+00,mlc+01 ,       ,        ,      , 8.40,30.00,tc93,       1610.0, 2.3e+36
J1119-7936  ,mlt+78 ,11 19 40.80,-79 36 30.3,      ,      ,       , 2.28059719630000, 7.0e-10,nmc81  ,  27.400000,  1e+00,nmc81  ,   7.00,        ,tml93 , 1.52, 1.52,tc93,    9850000.0, 1.2e+31
J1120-3618  ,rb13   ,11 20 22.40,-36 18 32.2,      ,      ,       , 0.00555000000000,        ,rb13   ,  45.100000,       ,rb13   ,       ,        ,      , 4.50, 4.50,tc93,             ,
J1121-5444  ,mlt+78 ,11 21 19.19,-54 44 05.5,      ,      ,       , 0.53578313115000, 3.0e-11,nmc81  , 204.700000,  6e-01,nmc81  ,  24.00,        ,tml93 ,15.43,15.43,tc93,    3070000.0, 7.1e+32
J1122+78    ,slr+14 ,11 25 58.00,+78 23 00.0,      ,      ,       , 0.00420138380000, 1.4e-09,slr+14 ,  11.220000,  8e-02,slr+14 ,  17.10,        ,slr+14, 0.64, 0.64,tc93,             ,
J1123-4844  ,lml+98 ,11 23 15.65,-48 44 22.7,      ,      ,       , 0.24483847840100, 7.0e-12,dsb+98 ,  92.915000,  3e-03,dsb+98 ,   8.00,        ,lml+98, 8.74, 8.74,tc93,   59300000.0, 1.8e+32
J1123-6102  ,mlc+01 ,11 23 41.70,-61 02 06.2,      ,      ,       , 0.64023374765000, 3.0e-11,mlc+01 , 439.400000,  4e-01,mlc+01 ,       ,        ,      ,14.75,14.75,tc93,    1570000.0, 9.7e+32
J1123-6259  ,lml+98 ,11 23 55.55,-62 59 10.7,      ,      ,       , 0.27143405219900, 3.0e-12,wmp+00 , 223.260000,  3e-02,dsb+98 ,  11.00,        ,lml+98, 7.54, 7.54,tc93,     819000.0, 1.0e+34
J1123-6651  ,lml+98 ,11 23 52.21,-66 51 49.1,      ,      ,       , 0.23297643260300, 2.0e-12,dsb+98 , 111.196000,  5e-03,dsb+98 ,   8.00,        ,lml+98, 3.48, 3.48,tc93,    1340000.0, 8.6e+33
J1124-3653  ,hrm+11 ,11 24 00.00,-36 00 00.0,      ,      ,       , 0.00241000000000,        ,hrm+11 ,  44.900000,       ,hrm+11 ,   0.30,        ,hrm+11, 4.40, 4.40,tc93,             ,
J1124-5638  ,kbm+03 ,11 24 56.47,-56 38 39.7,      ,      ,       , 0.18555997340200, 1.1e-11,kbm+03 , 289.500000,  2e+00,kbm+03 ,       ,        ,      ,23.74,23.74,tc93,  327000000.0, 5.6e+31
J1124-5916  ,cmg+02 ,11 24 39.00,-59 16 19.0,      ,      ,       , 0.13547685441000, 1.7e-10,rkp+11 , 330.000000,  2e+00,cmg+02 ,       ,        ,      , 5.00,10.93,tc93,       2850.0, 1.2e+37
J1124-6421  ,kbm+03 ,11 24 59.50,-64 21 17.0,      ,      ,       , 0.47909858452000, 7.0e-11,kbm+03 , 298.000000,  3e+00,kbm+03 ,       ,        ,      ,14.90,14.90,tc93,   12200000.0, 2.2e+32
J1125-5825  ,kjv+10 ,11 25 44.37,-58 25 16.9,      ,      ,       , 0.00310221391893, 1.6e-16,nbb+14 , 124.794600,  8e-04,nbb+14 ,       ,        ,      , 2.98, 2.98,tc93,  807000000.0, 8.1e+34
J1125-6014  ,fsk+04 ,11 25 55.22,-60 14 06.6,      ,      ,       , 0.00263038073978, 8.0e-16,lfl+06 ,  52.951000,  1e-02,lfl+06 ,       ,        ,      , 1.94, 1.94,tc93,10400000000.0, 8.7e+33
J1126-27    ,kkl+15 ,11 26 00.00,-27 37 00.0,      ,      ,       , 0.35816100000000, 8.0e-06,kkl+15 ,  26.860000,  7e-03,kkl+15 ,       ,        ,      , 2.10, 2.10,tc93,             ,
J1126-6054  ,jlm+92 ,11 26 52.61,-60 54 40.0,      ,      ,       , 0.20273691185300, 3.0e-12,jml+95 , 280.270000,  3e-02,jml+95 ,       ,        ,      , 8.05, 8.05,tc93,   11400000.0, 1.3e+33
J1126-6942  ,lml+98 ,11 26 21.67,-69 42 15.3,      ,      ,       , 0.57941643800000, 2.0e-10,dsb+98 ,  55.330000,  2e-02,dsb+98 ,   9.00,        ,lml+98, 2.07, 2.07,tc93,    2780000.0, 6.7e+32
J1128-6219  ,kbm+03 ,11 28 46.70,-62 19 09.0,      ,      ,       , 0.51598351050000, 1.1e-10,kbm+03 , 675.000000,  9e+00,kbm+03 ,       ,        ,      ,30.00,30.00,tc93,  743000000.0, 3.2e+30
J1129-53    ,bb10   ,11 29 21.00,-53 31 00.0,      ,      ,       , 1.06288000000000, 5.0e-06,bb10   ,  77.000000,  2e+00,bb10   ,       ,        ,      , 2.68, 2.68,tc93,             ,
J1130-5826  ,kbm+03 ,11 30 16.33,-58 26 02.3,      ,      ,       , 0.16232347550100, 3.0e-12,kbm+03 , 261.100000,  7e-01,kbm+03 ,       ,        ,      , 9.45, 9.45,tc93,  162000000.0, 1.5e+32
J1130-5925  ,mlc+01 ,11 30 10.44,-59 25 34.1,      ,      ,       , 0.68098383242000, 6.0e-11,mlc+01 , 264.400000,  2e+00,mlc+01 ,       ,        ,      , 8.28, 8.28,tc93,   11300000.0, 1.2e+32
J1130-6807  ,lml+98 ,11 30 31.91,-68 07 28.5,      ,      ,       , 0.25635279930880, 8.0e-13,dsb+98 , 148.734000,  4e-03,dsb+98 ,   8.00,        ,lml+98, 7.14, 7.14,tc93,    8840000.0, 1.1e+33
J1132-46    ,bbb+12 ,11 32 33.00,-46 55 06.0,      ,      ,       , 0.32540000000000,        ,bbb+12 , 120.000000,       ,bbb+12 ,       ,        ,      , 7.36, 7.36,tc93,             ,
J1132-5627  ,kbm+03 ,11 32 15.74,-56 27 28.9,      ,      ,       , 0.17516624708200, 1.0e-11,kbm+03 , 305.700000,  8e-01,kbm+03 ,       ,        ,      ,21.30,21.30,tc93,   40800000.0, 5.0e+32
J1133-6250  ,jlm+92 ,11 33 51.45,-62 50 50.6,      ,      ,       , 1.02287514082000, 9.0e-11,jml+95 , 567.800000,  5e-01,jml+95 ,       ,        ,      ,30.00,30.00,tc93,   35900000.0, 1.7e+31
J1135-49    ,bbj+11 ,11 35 56.00,-49 25 31.0,      ,      ,       ,                 ,        ,       , 114.000000,  2e+01,bbj+11 ,       ,        ,      , 8.74, 8.74,tc93,             ,
J1135-6055  ,sbd+11 ,11 35 00.00,-60 55 00.0,      ,      ,       , 0.11494300000000,        ,sbd+11 ,           ,       ,       ,       ,        ,      ,     ,     ,    ,      23000.0, 2.1e+36
J1136+1551  ,phbc68 ,11 36 03.25,+15 51 04.5, 2.800, 0.160,bbgt02 , 1.18791306593600, 3.0e-12,hlk+04 ,   4.845100,  1e-04,hsh+12 , 257.00, 53.0000,lylg95, 0.35, 0.27,tc93,    5040000.0, 8.8e+31
J1136-5525  ,mlt+78 ,11 36 02.17,-55 25 08.3,      ,      ,       , 0.36470557624000, 2.0e-11,smd93  ,  85.500000,  7e-01,nmc81  ,  23.00,        ,tml93 , 2.60, 2.60,tc93,     703000.0, 6.7e+33
J1137-6700  ,lml+98 ,11 37 32.09,-67 00 33.0,      ,      ,       , 0.55621605570000, 2.0e-11,dsb+98 , 228.041000,  9e-03,dsb+98 ,  14.00,        ,lml+98,19.53,19.53,tc93,  123000000.0, 1.6e+31
J1138-6207  ,mlc+01 ,11 38 21.62,-62 07 59.3,      ,      ,       , 0.11756379402300, 3.0e-12,mlc+01 , 519.800000,  8e-01,mlc+01 ,       ,        ,      ,24.50,24.50,tc93,     149000.0, 3.0e+35
J1141-3107  ,mld+96 ,11 41 25.63,-31 07 52.6,      ,      ,       , 0.53843178901300, 4.0e-12,dsb+98 ,  30.770000,  3e-02,dsb+98 ,  10.00,        ,mld+96, 2.72, 2.72,tc93,    4350000.0, 5.0e+32
J1141-3322  ,lml+98 ,11 41 42.76,-33 22 37.4,      ,      ,       , 0.29146753651100, 4.0e-12,hlk+04 ,  46.448000,  2e-02,hlk+04 ,   8.00,        ,lml+98, 3.84, 3.84,tc93,    9960000.0, 7.4e+32
J1141-6545  ,klm+00a,11 41 07.01,-65 45 19.1,      ,      ,       , 0.39389881483780, 7.0e-13,mks+10 , 116.080000,  1e-03,bbv08  ,       ,        ,      , 3.00, 3.20,tc93,    1450000.0, 2.8e+33
J1142+0119  ,rap+12 ,11 42 00.00,+01 19 00.0,      ,      ,       , 0.00507000000000,        ,rap+12 ,  19.200000,       ,rap+12 ,       ,        ,      , 2.04, 2.04,tc93,             ,
J1142-6230  ,mlc+01 ,11 42 52.50,-62 30 03.9,      ,      ,       , 0.55838338569000, 1.0e-10,mlc+01 , 343.800000,  2e+00,mlc+01 ,       ,        ,      ,10.81,10.81,tc93,  113000000.0, 1.8e+31
J1143-5158  ,mld+96 ,11 43 15.06,-51 58 39.9,      ,      ,       , 0.67564604706400, 8.0e-12,dsb+98 , 159.030000,  2e-02,dsb+98 ,   7.00,        ,mld+96,10.68,10.68,tc93,   15400000.0, 8.9e+31
J1143-5536  ,bbb+12 ,11 43 09.79,-55 36 04.5,      ,      ,       , 0.68535848563000, 4.0e-11,bbb+12 , 185.000000,  1e-01,bbb+12 ,       ,        ,      ,11.44,11.44,tc93,   22400000.0, 5.9e+31
J1144-6146  ,mlc+01 ,11 44 34.80,-61 46 49.0,      ,      ,       , 0.98778306934000, 1.6e-10,mlc+01 ,  78.700000,  1e+00,mlc+01 ,       ,        ,      , 2.14, 2.14,tc93,             ,
J1144-6217  ,mlc+01 ,11 44 02.11,-62 17 30.3,      ,      ,       , 0.85066494337000, 4.0e-11,mlc+01 , 284.700000,  6e-01,mlc+01 ,       ,        ,      , 8.88, 8.88,tc93,     437000.0, 2.0e+33
J1146-6030  ,mlt+78 ,11 46 07.74,-60 30 59.4,      ,      ,       , 0.27337242988000, 3.0e-11,nmc81  , 111.680000,  7e-02,hfs+04 ,  17.00,        ,tml93 , 2.59, 2.59,tc93,    2410000.0, 3.5e+33
J1147-66    ,mlb+12 ,11 47 00.00,-66 00 00.0,      ,      ,       , 0.00372000000000,        ,mlb+12 , 133.800000,       ,mlb+12 ,       ,        ,      , 4.26, 4.26,tc93,             ,
J1148-5725  ,lfl+06 ,11 48 28.53,-57 25 12.6,      ,      ,       , 3.55993723200000, 7.0e-10,lfl+06 , 174.000000,  5e+00,lfl+06 ,       ,        ,      , 6.99, 6.99,tc93,    5080000.0, 9.7e+30
J1148-6415  ,kbm+03 ,11 48 37.80,-64 15 33.0,      ,      ,       , 3.24102850310000, 8.0e-10,kbm+03 , 241.000000,  6e+00,kbm+03 ,       ,        ,      , 9.07, 9.07,tc93,   19000000.0, 3.1e+30
J1151-6108  ,ncb+15 ,11 51 56.86,-61 08 17.6,      ,      ,       , 0.10163319629300, 2.0e-12,ncb+15 , 216.000000,  1e+00,ncb+15 ,       ,        ,      , 7.65, 7.65,tc93,     157000.0, 3.9e+35
J1152-5800  ,hfs+04 ,11 52 10.00,-58 00 34.0,      ,      ,       , 1.78982946640000, 5.0e-10,hfs+04 , 191.000000,  7e+00,hfs+04 ,       ,        ,      , 7.87, 7.87,tc93,   22100000.0, 8.8e+30
J1152-6012  ,kbm+03 ,11 52 53.80,-60 12 21.0,      ,      ,       , 0.37656956576000, 5.0e-11,kbm+03 ,  74.000000,  3e+00,kbm+03 ,       ,        ,      , 2.09, 2.09,tc93,     893000.0, 4.9e+33
J1153-21    ,kkl+15 ,11 53 00.00,-21 18 00.0,      ,      ,       , 2.34348000000000, 5.0e-05,kkl+15 ,  34.800000,  1e-01,kkl+15 ,       ,        ,      , 2.76, 2.76,tc93,             ,
J1154-6250  ,kbm+03 ,11 54 20.10,-62 50 02.7,      ,      ,       , 0.28201171065000, 3.0e-11,kbm+03 ,  74.000000,  6e+00,kbm+03 ,       ,        ,      , 2.06, 2.06,tc93,    7990000.0, 9.8e+32
J1156-5707  ,hfs+04 ,11 56 07.45,-57 07 01.9,      ,      ,       , 0.28840942032500, 8.0e-12,hfs+04 , 243.500000,  6e-01,hfs+04 ,       ,        ,      ,20.40,20.40,tc93,     173000.0, 4.4e+34
J1156-5909  ,lml+98 ,11 56 21.50,-59 09 12.3,      ,      ,       , 1.03793105090000, 9.0e-10,dsb+98 , 219.200000,  1e-01,dsb+98 ,   7.00,        ,lml+98, 8.76, 8.76,tc93,   16100000.0, 3.6e+31
J1157-5112  ,eb01   ,11 57 08.17,-51 12 56.1,      ,      ,       , 0.04358922706284, 1.2e-13,eb01b  ,  39.670000,  4e-02,eb01b  ,       ,        ,      , 1.88, 1.88,tc93, 4830000000.0, 6.8e+31
J1157-6224  ,lvw69b ,11 57 15.24,-62 24 50.9,      ,      ,       , 0.40052204834000, 4.0e-12,smd93  , 325.200000,  5e-01,nmc81  , 145.00,        ,tml93 , 4.00, 9.95,tc93,    1610000.0, 2.4e+33
J1159-6409  ,kbm+03 ,11 59 21.70,-64 09 57.0,      ,      ,       , 0.66748553354000, 6.0e-11,kbm+03 , 178.000000,  5e+00,kbm+03 ,       ,        ,      , 6.03, 6.03,tc93,  441000000.0, 3.2e+30
J1159-7910  ,lml+98 ,11 59 35.71,-79 10 05.6,      ,      ,       , 0.52507423920000, 3.0e-10,dsb+98 ,  59.240000,  2e-02,dsb+98 ,   6.00,        ,lml+98, 4.36, 4.36,tc93,    2950000.0, 7.7e+32
J1201-6306  ,kbm+03 ,12 01 23.01,-63 06 59.5,      ,      ,       , 0.59213602908000, 5.0e-11,kbm+03 , 683.000000,  3e+00,kbm+03 ,       ,        ,      ,30.00,30.00,tc93,    2640000.0, 6.8e+32
J1202-5820  ,mlt+78 ,12 02 28.40,-58 20 33.4,      ,      ,       , 0.45280050819500, 1.9e-11,nmc81  , 145.410000,  2e-01,hfs+04 ,  23.00,        ,tml93 , 4.94, 4.94,tc93,    3370000.0, 9.0e+32
J1204-6843  ,ebvb01 ,12 04 36.72,-68 43 17.2,      ,      ,       , 0.30886086200970, 1.9e-12,ebvb01 , 133.930000,  9e-02,ebvb01 ,       ,        ,      , 5.66, 5.66,tc93,   22500000.0, 2.9e+32
J1207-5050  ,rap+12 ,12 07 21.81,-50 50 30.3,      ,      ,       , 0.00484000000000,        ,rap+12 ,  50.600000,       ,rap+12 ,       ,        ,      , 2.19, 2.19,tc93,             ,
J1210-5226  ,zpst00 ,12 10 00.91,-52 26 28.4,      ,      ,       , 0.42413074881600, 1.2e-11,gha13  ,           ,       ,       ,       ,        ,      , 2.60,     ,    ,  302000000.0, 1.2e+31
J1210-5559  ,mld+96 ,12 10 05.99,-55 59 03.9,      ,      ,       , 0.27976733084460, 9.0e-13,dsb+98 , 174.347000,  3e-03,dsb+98 ,  23.00,        ,mld+96,11.65,11.65,tc93,    6110000.0, 1.3e+33
J1210-6550  ,hfs+04 ,12 10 42.00,-65 50 04.6,      ,      ,       , 4.23701021640000, 1.8e-09,hfs+04 ,  37.000000,  6e+00,hfs+04 ,       ,        ,      , 1.58, 1.58,tc93,  156000000.0, 2.2e+29
J1211-6324  ,kbm+03 ,12 11 24.18,-63 24 45.2,      ,      ,       , 0.43308392619900, 1.7e-11,kbm+03 , 333.800000,  1e+00,kbm+03 ,       ,        ,      ,12.30,12.30,tc93,   26700000.0, 1.2e+32
J1214-5830  ,kbm+03 ,12 14 08.42,-58 30 25.9,      ,      ,       , 0.90982270118000, 4.0e-11,kbm+03 , 141.100000,  7e-01,kbm+03 ,       ,        ,      , 4.83, 4.83,tc93,  270000000.0, 2.8e+30
J1215-5328  ,ebvb01 ,12 15 00.62,-53 28 31.6,      ,      ,       , 0.63641413680000, 5.0e-11,ebvb01 , 163.000000,  5e-01,ebvb01 ,       ,        ,      ,11.24,11.24,tc93,   87700000.0, 1.8e+31
J1216-50    ,bbj+11 ,12 16 20.00,-50 27 01.0,      ,      ,       , 6.35500000000000, 9.0e-03,bbj+11 , 110.000000,  2e+01,bbj+11 ,       ,        ,      , 8.44, 8.44,tc93,             ,
J1216-6223  ,mlc+01 ,12 16 41.89,-62 23 57.8,      ,      ,       , 0.37404678583000, 5.0e-11,mlc+01 , 786.600000,  2e+00,mlc+01 ,       ,        ,      ,30.00,30.00,tc93,     352000.0, 1.3e+34
J1216-6410  ,fsk+04 ,12 16 07.34,-64 10 09.2,      ,      ,       , 0.00353937565842, 3.0e-15,lfl+06 ,  47.400000,  3e-02,lfl+06 ,       ,        ,      , 1.71, 1.71,tc93,34700000000.0, 1.4e+33
J1220-6318  ,mlc+01 ,12 20 17.86,-63 18 46.5,      ,      ,       , 0.78921201205000, 8.0e-11,mlc+01 , 347.000000,  3e+00,mlc+01 ,       ,        ,      ,13.96,13.96,tc93,  156000000.0, 6.5e+30
J1222-5738  ,kbm+03 ,12 22 52.30,-57 38 20.0,      ,      ,       , 1.08116352660000, 1.3e-09,kbm+03 ,  74.000000,  6e+00,kbm+03 ,       ,        ,      , 2.12, 2.12,tc93,  114000000.0, 4.7e+30
J1224-6208  ,mlc+01 ,12 24 44.25,-62 08 41.1,      ,      ,       , 0.58576120812000, 4.0e-11,mlc+01 , 454.200000,  7e-01,mlc+01 ,       ,        ,      ,23.64,23.64,tc93,     460000.0, 4.0e+33
J1224-6407  ,kac+73 ,12 24 22.18,-64 07 53.9,      ,      ,       , 0.21647620312090, 1.4e-12,smd93  ,  97.470000,  1e-01,hfs+04 ,  48.00,        ,tml93 , 4.00, 2.31,tc93,     692000.0, 1.9e+34
J1225-5556  ,mld+96 ,12 25 43.83,-55 56 43.1,      ,      ,       , 1.01845286818200, 1.5e-11,dsb+98 , 125.835000,  7e-03,dsb+98 ,   5.00,        ,mld+96, 5.39, 5.39,tc93,    7820000.0, 7.7e+31
J1225-6035  ,kbm+03 ,12 25 28.63,-60 35 37.6,      ,      ,       , 0.62632394197800, 1.8e-11,kbm+03 , 176.100000,  1e+00,kbm+03 ,       ,        ,      , 6.19, 6.19,tc93,   34500000.0, 4.6e+31
J1225-6408  ,mlt+78 ,12 25 42.80,-64 08 43.0,      ,      ,       , 0.41961779150000, 3.0e-10,nmc81  , 415.100000,  5e-01,hfs+04 ,  11.00,        ,tml93 ,24.60,24.60,tc93,    7030000.0, 5.1e+32
J1226-32    ,bb10   ,12 26 50.00,-32 27 00.0,      ,      ,       , 6.19299700000000, 7.0e-06,kkl+11 ,  37.000000,  1e+01,bb10   ,       ,        ,      , 3.51, 3.51,tc93,             ,
J1227-4853  ,rbr14  ,12 27 58.72,-48 53 42.7,      ,      ,       , 0.00168637541027, 1.2e-14,rrb+14 ,  43.423500,  7e-04,rrb+14 ,       ,        ,      , 2.00, 2.05,tc93, 2410000000.0, 9.1e+34
J1227-6208  ,btb+15 ,12 27 00.44,-62 08 43.8,      ,      ,       , 0.03452783464780, 2.0e-14,btb+15 , 363.000000,  2e-01,btb+15 ,       ,        ,      ,15.82,15.82,tc93, 2920000000.0, 1.8e+32
J1227-63    ,ncb+15 ,12 27 12.00,-63 09 00.0,      ,      ,       , 0.44457796000000, 6.0e-08,ncb+15 , 359.000000,  4e+00,ncb+15 ,       ,        ,      ,15.49,15.49,tc93,             ,
J1231-1411  ,rrc+11 ,12 31 11.31,-14 11 43.6,      ,      ,       , 0.00368387871108, 3.0e-15,rrc+11 ,   8.090000,  1e-03,rrc+11 ,       ,        ,      , 0.45, 0.45,tc93, 2560000000.0, 1.8e+34
J1231-4609  ,jbo+09 ,12 31 45.76,-46 09 45.2,      ,      ,       , 0.87723907778000, 4.0e-11,jbo+09 ,  76.000000,  7e+00,jbo+09 ,       ,        ,      , 6.16, 6.16,tc93,  366000000.0, 2.2e+30
J1231-6303  ,kbm+03 ,12 31 13.00,-63 03 18.0,      ,      ,       , 1.35123629920000, 6.0e-10,kbm+03 , 301.000000,  1e+01,kbm+03 ,       ,        ,      ,12.12,12.12,tc93,   15300000.0, 2.2e+31
J1232-4742  ,ebvb01 ,12 32 19.10,-47 42 50.9,      ,      ,       , 1.87299437700000, 2.0e-10,jbo+09 ,  26.000000,  3e+00,jbo+09 ,       ,        ,      , 1.40, 1.40,tc93, 2120000000.0, 8.4e+28
J1232-6501  ,clm+01 ,12 32 17.84,-65 01 03.3,      ,      ,       , 0.08828190823410, 4.0e-13,clm+01 , 239.400000,  5e-01,clm+01 ,       ,        ,      ,10.00,10.00,tc93, 1730000000.0, 4.7e+31
J1233-6312  ,kbm+03 ,12 33 31.50,-63 12 29.0,      ,      ,       , 0.56475938920000, 4.0e-10,kbm+03 , 414.000000,  1e+01,kbm+03 ,       ,        ,      ,20.49,20.49,tc93,    1290000.0, 1.5e+33
J1233-6344  ,kbm+03 ,12 33 39.90,-63 44 55.0,      ,      ,       , 0.75689193363000, 7.0e-11,kbm+03 , 495.000000,  9e+00,kbm+03 ,       ,        ,      ,30.00,30.00,tc93,    3090000.0, 3.5e+32
J1235-5516  ,mlt+78 ,12 35 19.00,-55 16 00.0,      ,      ,       , 0.63823381000000, 1.0e-08,nmc81  , 100.000000,  2e+01,nmc81  ,   4.50,        ,tml93 , 3.89, 3.89,tc93,             ,
J1235-6354  ,kbm+03 ,12 35 57.72,-63 54 30.4,      ,      ,       , 0.25677765340600, 1.2e-11,kbm+03 , 439.900000,  2e+00,kbm+03 ,       ,        ,      ,27.05,27.05,tc93,   20700000.0, 4.6e+32
J1236-5033  ,ebvb01 ,12 36 59.15,-50 33 36.3,      ,      ,       , 0.29475977119100, 4.0e-12,ebvb01 , 105.020000,  1e-01,ebvb01 ,       ,        ,      , 8.29, 8.29,tc93,   30000000.0, 2.4e+32
J1237-6725  ,kbm+03 ,12 37 25.90,-67 25 33.9,      ,      ,       , 2.11097411794000, 1.4e-10,kbm+03 , 176.500000,  3e-01,bbb+12 ,       ,        ,      , 7.80, 7.80,tc93,   15300000.0, 9.2e+30
J1238+21    ,rtj+96 ,12 38 23.17,+21 52 11.1,      ,      ,       , 1.11859068945000, 4.0e-11,hlk+04 ,  17.500000,  1e+00,hlk+04 ,   2.00,        ,rtj+96, 1.77, 1.77,tc93,   12300000.0, 4.1e+31
J1239+2453  ,lan69  ,12 39 40.46,+24 53 49.3, 1.160, 0.080,bbgt02 , 1.38244910303880, 1.0e-12,hlk+04 ,   9.257500,  3e-04,srb+15 , 110.00, 33.0000,lylg95, 0.84, 0.52,tc93,   22800000.0, 1.4e+31
J1239-6832  ,mlt+78 ,12 39 59.00,-68 32 27.7,      ,      ,       , 1.30190811390000, 4.0e-10,nmc81  ,  94.300000,  3e-01,hfs+04 ,   6.50,        ,tml93 , 2.89, 2.89,tc93,    1730000.0, 2.1e+32
J1240-4124  ,mlt+78 ,12 40 17.61,-41 24 51.7,      ,      ,       , 0.51224209318000, 1.1e-10,nmc81  ,  44.100000,  1e+00,nmc81  ,   3.50,        ,tml93 , 3.59, 3.59,tc93,    4670000.0, 5.1e+32
J1243-5735  ,kbm+03 ,12 43 35.38,-57 35 42.8,      ,      ,       , 0.47122487769000, 1.6e-10,kbm+03 , 270.600000,  2e+00,kbm+03 ,       ,        ,      ,19.20,19.20,tc93,   93300000.0, 3.0e+31
J1243-6423  ,lvw69a ,12 43 17.16,-64 23 23.8,      ,      ,       , 0.38848092104100, 5.0e-12,smd93  , 297.250000,  8e-02,hfs+04 , 110.00,        ,mlt+78, 2.00,13.24,tc93,    1370000.0, 3.0e+33
J1244-5053  ,ebvb01 ,12 44 11.48,-50 53 20.6,      ,      ,       , 0.27520711132300, 4.0e-12,ebvb01 , 109.950000,  1e-01,ebvb01 ,       ,        ,      , 8.49, 8.49,tc93,    4360000.0, 1.9e+33
J1244-6359  ,ncb+15 ,12 44 47.69,-63 59 47.4,      ,      ,       , 0.14727431048000, 2.0e-11,ncb+15 , 286.000000,  1e+00,ncb+15 ,       ,        ,      ,12.05,12.05,tc93,  530000000.0, 5.4e+31
J1244-6531  ,kel+09 ,12 44 38.30,-65 31 12.0,      ,      ,       , 1.54681894000000, 3.0e-10,kel+09 , 388.000000,  2e+00,kel+09 ,       ,        ,      ,30.00,30.00,tc93,    3410000.0, 7.7e+31
J1245-6238  ,mlc+01 ,12 45 21.12,-62 38 55.9,      ,      ,       , 2.28309335080000, 3.0e-10,mlc+01 , 336.200000,  2e+00,mlc+01 ,       ,        ,      ,14.63,14.63,tc93,    3310000.0, 3.6e+31
J1246+22    ,tdk+93 ,12 46 38.00,+22 53 00.0,      ,      ,       , 0.47383000000000, 4.0e-06,tdk+93 ,  17.900000,  1e-01,tdk+93 ,  29.00,        ,tdk+93, 1.77, 1.77,tc93,             ,
J1248-6344  ,kbm+03 ,12 48 46.36,-63 44 09.6,      ,      ,       , 0.19833513635700, 8.0e-12,kbm+03 , 433.300000,  2e+00,kbm+03 ,       ,        ,      ,23.99,23.99,tc93,     186000.0, 8.6e+34
J1248-6444  ,ncb+15 ,12 48 32.87,-64 44 00.0,      ,      ,       , 1.23489349389000, 3.0e-11,ncb+15 , 236.400000,  1e+00,ncb+15 ,       ,        ,      , 9.55, 9.55,tc93,   10100000.0, 4.1e+31
J1249-6507  ,kbm+03 ,12 49 54.32,-65 07 19.8,      ,      ,       , 0.43444487308000, 3.0e-11,kbm+03 , 215.000000,  4e+00,kbm+03 ,       ,        ,      , 8.51, 8.51,tc93,  569000000.0, 5.8e+30
J1251-7407  ,bbb+12 ,12 51 52.94,-74 07 15.0,      ,      ,       , 0.32705773823000, 2.0e-11,bbb+12 ,  89.810000,  5e-02,bbb+12 ,       ,        ,      , 5.22, 5.22,tc93,   14200000.0, 4.1e+32
J1252-6314  ,mlc+01 ,12 52 42.62,-63 14 32.7,      ,      ,       , 0.82333927128000, 6.0e-11,mlc+01 , 278.400000,  1e+00,mlc+01 ,       ,        ,      ,11.00,11.00,tc93,  120000000.0, 7.7e+30
J1253-5820  ,mld+96 ,12 53 28.34,-58 20 40.9,      ,      ,       , 0.25549632740980, 7.0e-13,dsb+98 , 100.584000,  4e-03,dsb+98 ,  20.00,        ,mld+96, 2.94, 2.94,tc93,    1930000.0, 5.0e+33
J1254-6150  ,kbm+03 ,12 54 32.48,-61 50 50.8,      ,      ,       , 0.18450220306900, 7.0e-12,kbm+03 ,  95.000000,  3e+00,kbm+03 ,       ,        ,      , 2.24, 2.24,tc93,    4680000.0, 3.9e+33
J1255-46    ,bcm+15 ,12 55 00.00,           ,      ,      ,       , 0.05200000000000,        ,bcm+15 ,  42.900000,       ,bcm+15 ,       ,        ,      , 1.87, 1.87,tc93,             ,
